rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,Num Cands,Num Seats
13,1,8,2,12,10,6,4,11,9,5,3,7,13.0,1.0
10,4,6,1,11,5,3,12,7,2,13,8,9,,
11,6,8,1,12,10,3,7,9,2,13,5,4,,
11,2,6,3,12,9,5,13,7,1,8,10,4,,
13,3,9,2,10,6,5,12,7,1,11,8,4,,
6,5,8,1,10,4,3,11,13,2,9,12,7,,
13,4,8,1,10,7,3,11,6,9,5,12,2,,
13,3,10,2,11,6,5,9,7,1,12,8,4,,
4,13,2,1,11,9,7,8,3,5,12,6,10,,
9,2,6,1,10,7,11,8,13,3,13,4,5,,
7,3,9,1,12,8,11,13,4,2,10,5,6,,
10,6,4,2,12,7,1,13,8,3,11,9,5,,
13,4,6,2,5,8,11,7,11,1,12,3,11,,
12,6,2,1,11,9,8,7,3,5,13,4,10,,
9,4,10,1,7,12,11,3,13,2,6,8,5,,
13,3,7,1,12,9,4,11,6,2,10,8,5,,
10,1,5,6,13,3,4,12,11,8,9,7,2,,
10,4,3,2,13,11,9,8,6,1,12,5,7,,
9,2,8,1,10,6,4,12,12,3,13,5,7,,
12,3,2,10,13,9,5,11,4,1,6,7,8,,
11,4,6,2,13,9,3,12,5,1,10,8,7,,
13,3,9,2,8,6,5,7,10,1,11,12,4,,
10,6,5,9,12,3,1,11,13,2,4,7,8,,
13,2,9,1,7,5,3,11,10,6,12,8,4,,
10,5,13,2,11,6,1,12,8,3,9,7,4,,
13,3,6,2,8,10,9,11,7,1,12,4,5,,
13,5,7,2,9,12,10,8,3,1,11,4,6,,
12,6,11,1,9,7,8,13,3,2,10,5,4,,
13,7,4,2,11,8,5,10,9,1,12,3,6,,
13,13,13,13,13,13,13,13,13,13,1,13,13,,
13,3,4,1,10,11,12,8,5,2,7,9,6,,
13,5,7,1,8,4,3,9,10,2,12,11,6,,
12,3,6,1,10,11,9,7,4,2,13,8,5,,
13,3,8,1,12,11,5,9,7,2,10,6,4,,
12,4,3,2,13,8,6,10,5,1,11,9,7,,
13,3,4,1,10,9,5,12,8,2,11,7,6,,
13,4,10,1,11,9,6,7,5,3,13,2,8,,
13,13,13,1,7,9,3,13,10,1,13,13,13,,
13,1,8,7,10,4,3,6,12,2,11,9,5,,
12,2,5,4,13,8,1,11,9,3,10,7,6,,
13,10,6,2,10,5,3,12,4,1,11,10,10,,
13,5,9,1,12,2,4,11,8,3,10,7,6,,
13,1,12,3,6,11,4,8,9,2,7,10,5,,
11,4,7,2,8,12,9,10,3,1,13,5,6,,
13,2,7,6,9,12,3,10,8,1,11,5,4,,
12,10,3,2,11,6,9,13,4,1,8,5,7,,
13,4,7,1,12,10,2,11,5,3,9,6,8,,
12,2,7,1,13,8,3,11,10,4,9,5,6,,
13,13,13,2,13,13,13,13,3,1,5,4,13,,
9,6,5,2,13,8,3,12,7,1,10,7,4,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
13,4,3,1,8,9,5,12,6,2,11,7,10,,
13,6,4,8,10,3,11,12,2,1,5,9,7,,
13,8,2,4,7,13,6,12,3,1,10,11,9,,
11,5,6,3,13,10,7,12,4,1,8,9,2,,
13,4,11,2,6,10,8,7,3,1,12,5,9,,
12,3,13,1,11,5,2,8,10,6,9,7,4,,
6,1,2,3,8,5,6,13,11,13,7,13,4,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
13,4,5,1,11,8,3,10,7,2,12,9,6,,
12,8,3,4,10,11,9,6,1,2,13,5,7,,
13,13,1,1,13,13,13,13,13,2,13,13,13,,
13,3,7,1,13,13,9,8,6,2,13,5,4,,
12,6,3,1,11,8,7,9,10,2,13,4,5,,
13,3,5,2,12,9,6,11,7,1,10,8,4,,
12,1,13,2,5,7,4,6,9,3,11,10,8,,
6,1,5,3,11,7,4,10,12,2,13,8,9,,
13,8,9,5,11,6,2,7,10,1,12,4,3,,
10,4,8,2,12,6,1,13,9,3,7,11,5,,
10,3,5,1,13,9,2,12,8,4,11,7,6,,
12,3,5,6,10,4,1,11,9,2,13,8,7,,
9,2,4,1,13,10,5,11,7,3,12,6,8,,
13,9,10,2,6,3,7,5,4,1,12,11,8,,
13,5,3,10,11,8,1,12,2,4,10,6,7,,
12,2,6,7,11,10,1,9,13,3,8,5,4,,
13,3,6,1,10,7,2,11,8,4,12,9,5,,
