voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
0,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
1,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
2,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
3,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
4,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
5,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
6,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
7,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
8,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
9,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
10,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
11,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
12,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
13,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
14,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
15,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
16,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
17,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
18,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
19,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
20,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
21,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
22,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
23,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
24,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
25,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
26,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
27,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
28,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
29,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
30,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
31,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
32,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
33,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
34,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
35,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
36,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
37,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
38,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
39,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
40,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
41,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
42,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
43,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
44,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
45,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
46,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
47,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
48,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
49,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
50,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
51,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
52,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
53,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
54,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
55,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
56,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
57,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
58,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
59,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
60,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
61,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
62,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
63,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
64,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
65,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
66,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
67,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
68,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
69,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
70,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
71,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
72,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
73,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
74,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
75,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
76,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
77,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
78,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
79,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
80,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
81,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
82,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
83,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
84,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
85,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
86,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
87,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
88,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
89,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
90,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
91,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
92,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
93,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
94,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
95,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
96,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
97,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
98,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
99,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
100,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
101,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
102,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
103,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
104,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
105,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
106,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
107,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
108,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
109,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
