precinct,rank1,rank2,rank3,numSeats,numCands
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-02D,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-02D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-6 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-01C,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-01,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-02,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-6 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-01C,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-6 P-04,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-03A,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-04D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-03A,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-02D,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-01,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-10 P-07,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-04D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-6 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-07,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-6 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-07,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-02D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-10,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-02D,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-07,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-01C,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-07,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-10 P-10,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-6 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-10,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-10,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-10,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-6 P-04,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-6 P-04,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-6 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-01,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-07,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-04D,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-6 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-02D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-02,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-07,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-6 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-10 P-03A,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-01,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-04D,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-6 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-02D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-07,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-02D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-01,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-01C,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-03A,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-01C,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-12,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-08,Tom Nordyke,Jono Cowgill,writein,1,3
MINNEAPOLIS W-7 P-01C,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-10,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-02,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-02,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-01,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-05,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-07,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-10,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-06,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-04D,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-6 P-09,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-6 P-04,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-01,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-10 P-01,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-10 P-02,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-10 P-07,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-06,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-07,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-08,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-10 P-02,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-07,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-3 P-09,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-10 P-09,Jono Cowgill,Tom Nordyke,skipped,1,3
MINNEAPOLIS W-7 P-03,Tom Nordyke,Jono Cowgill,skipped,1,3
MINNEAPOLIS W-3 P-12,Tom Nordyke,skipped,skipped,1,3
MINNEAPOLIS W-7 P-05,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-03,Jono Cowgill,Tom Nordyke,writein,1,3
MINNEAPOLIS W-10 P-01,Jono Cowgill,skipped,skipped,1,3
MINNEAPOLIS W-7 P-08,Jono Cowgill,skipped,skipped,1,3
