"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","9","5","7","4","8","1","6","3","11","2","10","nan","nan"
"12","7","5","8","4","10","1","6","3","11","2","9","nan","nan"
"12","6","7","9","4","8","1","5","3","11","2","10","nan","nan"
"12","8","6","7","2","9","1","5","3","11","4","10","nan","nan"
"12","8","7","5","4","9","2","6","1","11","3","10","nan","nan"
"8","1","6","4","11","5","2","9","3","10","7","12","nan","nan"
"11","8","5","7","4","9","1","6","2","12","3","10","nan","nan"
"12","8","7","9","4","5","1","6","3","11","2","10","nan","nan"
"11","8","5","7","3","1","4","10","2","9","skipped","skipped","nan","nan"
"11","9","5","7","4","8","1","6","3","10","2","12","nan","nan"
"11","7","5","8","2","9","1","3","12","4","10","skipped","nan","nan"
"11","7","8","6","3","10","4","5","2","12","1","9","nan","nan"
"12","7","5","8","4","9","1","6","2","11","3","10","nan","nan"
"11","6","5","8","4","7","1","9","3","12","2","10","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","6","7","4","9","1","8","3","12","2","10","nan","nan"
"10","7","5","9","4","6","1","8","2","11","3","12","nan","nan"
"12","8","5","7","4","9","1","6","3","11","2","10","nan","nan"
"12","8","6","9","3","5","1","7","4","11","2","10","nan","nan"
"11","8","5","7","4","9","1","6","3","12","2","10","nan","nan"
"12","7","5","9","4","10","1","6","3","11","2","8","nan","nan"
"11","8","5","9","3","6","1","7","4","12","2","10","nan","nan"
"10","8","5","9","4","7","1","6","3","12","2","11","nan","nan"
"11","7","5","9","4","8","1","6","2","12","3","10","nan","nan"
"10","7","5","8","4","9","1","6","2","11","3","12","nan","nan"
"1","9","2","4","7","12","3","8","6","10","5","11","nan","nan"
"12","11","3","7","2","10","1","6","4","9","5","8","nan","nan"
"11","8","6","9","4","7","1","5","2","10","3","12","nan","nan"
"12","6","7","9","4","8","1","5","3","11","2","10","nan","nan"
"11","8","5","6","3","9","1","7","2","12","4","10","nan","nan"
"11","9","5","7","4","8","1","6","3","12","2","10","nan","nan"
"10","3","6","8","2","9","1","4","5","11","7","12","nan","nan"
"11","8","5","7","4","9","1","6","2","12","3","10","nan","nan"
"12","8","5","6","9","7","1","4","2","11","3","10","nan","nan"
"3","10","5","4","8","11","12","2","9","6","7","1","nan","nan"
"11","7","6","9","4","5","1","8","2","12","3","10","nan","nan"
"12","8","3","9","4","7","1","6","2","10","5","11","nan","nan"
"12","8","5","6","2","9","1","7","4","10","3","11","nan","nan"
"12","7","5","8","3","9","1","6","2","11","4","10","nan","nan"
"12","6","5","8","4","7","1","2","11","3","10","skipped","nan","nan"
"11","7","4","8","5","9","1","6","3","12","2","10","nan","nan"
"12","6","5","8","4","9","1","7","3","10","2","11","nan","nan"
"12","9","5","7","4","8","1","6","3","2","skipped","skipped","nan","nan"
"12","9","5","8","4","7","1","6","2","11","3","10","nan","nan"
"12","7","5","8","2","9","1","6","4","10","3","11","nan","nan"
"12","7","6","5","4","9","1","8","2","11","3","10","nan","nan"
"12","9","5","7","6","8","1","2","3","11","4","10","nan","nan"
"12","7","5","8","4","6","1","9","3","11","2","10","nan","nan"
"11","7","6","10","4","8","1","5","3","12","2","9","nan","nan"
"12","8","6","5","4","9","1","7","3","11","2","10","nan","nan"
"11","6","8","7","3","9","1","5","4","10","2","12","nan","nan"
"11","8","5","7","3","10","1","6","4","12","2","9","nan","nan"
"11","9","5","7","2","8","1","6","4","12","3","10","nan","nan"
"11","9","4","7","5","8","1","6","2","12","3","10","nan","nan"
"11","8","4","9","5","7","1","6","2","12","3","10","nan","nan"
"12","9","5","7","3","8","1","6","2","10","4","11","nan","nan"
"11","8","5","6","4","9","1","7","2","12","3","10","nan","nan"
"11","9","5","8","4","7","1","6","2","12","3","10","nan","nan"
"12","8","5","7","4","9","1","6","2","10","3","11","nan","nan"
"10","8","6","7","4","9","1","5","3","12","2","11","nan","nan"
"10","6","5","8","3","9","1","7","2","11","4","12","nan","nan"
"12","7","4","6","3","10","1","8","2","11","5","9","nan","nan"
"11","6","4","8","5","9","1","7","2","12","3","10","nan","nan"
"11","8","9","7","4","6","1","5","2","12","3","10","nan","nan"
"12","8","3","11","5","6","1","9","2","10","4","7","nan","nan"
"12","9","5","7","4","8","1","6","2","11","3","10","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","4","7","5","9","1","6","3","12","2","10","nan","nan"
"11","9","5","7","4","8","1","6","2","12","3","10","nan","nan"
"10","7","5","8","4","9","1","6","3","12","2","11","nan","nan"
"10","8","5","7","3","9","1","6","4","12","2","11","nan","nan"
"10","7","4","6","3","8","1","5","2","11","9","skipped","nan","nan"
"12","9","5","8","4","6","2","7","1","11","3","10","nan","nan"
"11","6","7","8","4","9","1","5","2","12","3","10","nan","nan"
"12","9","5","7","4","6","1","8","3","11","2","10","nan","nan"
"10","7","6","8","2","9","1","5","4","11","3","12","nan","nan"
