"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","Num Cands","Num Seats"
"2","10","1","14","12","13","6","3","7","16","17","15","8","9","18","11","4","5","18.0","1.0"
"3","13","1","14","9","10","8","2","6","16","18","15","7","11","17","12","5","4","nan","nan"
"2","10","1","14","12","15","9","3","5","16","18","11","8","6","17","13","7","4","nan","nan"
"2","13","1","14","11","12","9","3","7","15","18","16","6","8","17","10","5","4","nan","nan"
"2","11","1","16","12","13","8","4","5","14","18","15","7","9","17","10","6","3","nan","nan"
"2","10","1","14","11","13","8","3","6","15","18","16","7","9","17","12","4","5","nan","nan"
"3","12","1","13","10","14","9","2","4","16","18","15","7","8","17","11","6","5","nan","nan"
"3","11","1","14","10","8","4","5","15","18","16","7","9","17","6","2","skipped","skipped","nan","nan"
"2","11","1","14","13","12","7","3","6","15","18","16","8","9","17","10","4","5","nan","nan"
"1","8","2","13","11","14","5","3","7","16","18","15","12","9","17","10","6","4","nan","nan"
"3","9","1","14","13","11","5","2","6","15","17","18","7","8","16","12","10","4","nan","nan"
"2","13","1","14","8","12","5","3","6","16","18","15","7","10","17","11","9","4","nan","nan"
"2","11","1","14","8","13","6","3","7","15","18","16","10","9","17","12","4","5","nan","nan"
"2","11","1","14","10","13","7","3","5","16","18","15","9","8","17","12","6","4","nan","nan"
"2","12","1","14","11","13","7","3","5","15","18","17","8","9","16","10","6","4","nan","nan"
"4","11","1","14","12","13","9","3","2","15","18","16","5","8","17","10","7","6","nan","nan"
"2","13","1","16","12","14","10","4","6","15","18","11","8","9","17","7","5","skipped","nan","nan"
"2","11","1","14","10","13","7","3","4","15","18","16","8","9","17","12","5","6","nan","nan"
"2","10","1","14","12","11","7","3","6","15","18","16","8","9","17","13","5","4","nan","nan"
"4","12","1","13","15","10","7","2","5","14","18","16","8","9","17","11","6","3","nan","nan"
"2","18","1","9","13","8","3","7","10","12","11","6","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","1","14","12","13","7","2","5","15","18","16","9","8","17","10","4","6","nan","nan"
"2","13","1","14","10","11","7","3","5","17","15","16","8","9","18","12","6","4","nan","nan"
"2","11","1","14","12","13","7","3","6","15","18","16","8","10","17","9","5","4","nan","nan"
"5","10","1","14","12","13","7","4","6","16","18","17","3","8","15","11","9","2","nan","nan"
"2","11","1","14","12","13","7","3","5","15","17","16","8","9","18","10","6","4","nan","nan"
"2","11","1","8","10","9","7","4","5","16","18","17","13","14","15","12","6","3","nan","nan"
"3","12","2","14","11","13","8","1","6","16","18","15","9","5","17","10","7","4","nan","nan"
"2","12","1","14","9","13","6","3","7","15","18","16","8","10","17","11","5","4","nan","nan"
