7 1
17 1 0
1 1 2 0
1 1 2 3 4 0
2 1 2 4 0
1 1 2 4 3 5 0
1 1 3 2 6 4 0
1 1 3 4 6 5 0
1 1 4 2 5 6 0
1 1 4 3 2 7 0
1 1 5 2 6 7 0
1 1 5 4 2 6 0
1 1 5 7 2 3 0
1 1 6 3 4 5 0
577 2 0
3 2 1 0
1 2 1 5 4 6 0
1 2 1 7 3 6 0
49 2 3 0
1 2 3 1 0
1 2 3 1 4 6 0
8 2 3 4 0
1 2 3 4 1 0
2 2 3 4 5 0
3 2 3 4 5 6 0
4 2 3 4 5 7 0
1 2 3 4 6 0
5 2 3 4 6 5 0
6 2 3 4 6 7 0
3 2 3 4 7 5 0
5 2 3 4 7 6 0
4 2 3 5 0
1 2 3 5 4 0
2 2 3 5 4 6 0
1 2 3 5 4 7 0
1 2 3 5 6 0
2 2 3 5 6 4 0
3 2 3 5 6 7 0
1 2 3 5 7 0
2 2 3 5 7 4 0
3 2 3 5 7 6 0
12 2 3 6 0
1 2 3 6 1 5 0
2 2 3 6 4 0
11 2 3 6 4 5 0
6 2 3 6 4 7 0
3 2 3 6 5 4 0
10 2 3 6 5 7 0
2 2 3 6 7 0
6 2 3 6 7 4 0
3 2 3 6 7 5 0
1 2 3 7 0
1 2 3 7 4 0
1 2 3 7 4 5 0
1 2 3 7 4 6 0
3 2 3 7 5 4 0
2 2 3 7 6 4 0
3 2 3 7 6 5 0
128 2 4 0
2 2 4 1 0
9 2 4 3 0
6 2 4 3 5 0
3 2 4 3 5 6 0
4 2 4 3 5 7 0
2 2 4 3 6 0
6 2 4 3 6 5 0
7 2 4 3 6 7 0
2 2 4 3 7 0
2 2 4 3 7 5 0
3 2 4 3 7 6 0
48 2 4 5 0
1 2 4 5 1 0
1 2 4 5 1 7 0
2 2 4 5 3 0
8 2 4 5 3 6 0
3 2 4 5 3 7 0
5 2 4 5 6 0
7 2 4 5 6 3 0
20 2 4 5 6 7 0
4 2 4 5 7 3 0
4 2 4 5 7 6 0
20 2 4 6 0
3 2 4 6 3 0
1 2 4 6 3 1 0
1 2 4 6 3 5 0
2 2 4 6 3 7 0
6 2 4 6 5 0
2 2 4 6 5 3 0
7 2 4 6 5 7 0
1 2 4 6 7 0
1 2 4 6 7 1 0
2 2 4 6 7 3 0
12 2 4 6 7 5 0
7 2 4 7 0
1 2 4 7 3 0
1 2 4 7 3 5 0
3 2 4 7 5 0
1 2 4 7 5 3 0
2 2 4 7 5 6 0
3 2 4 7 6 0
4 2 4 7 6 3 0
7 2 4 7 6 5 0
95 2 5 0
1 2 5 1 0
4 2 5 3 0
1 2 5 3 4 0
3 2 5 3 4 6 0
1 2 5 3 4 7 0
2 2 5 3 6 4 0
12 2 5 3 6 7 0
1 2 5 3 7 0
3 2 5 3 7 4 0
3 2 5 3 7 6 0
28 2 5 4 0
3 2 5 4 3 0
1 2 5 4 3 6 0
1 2 5 4 3 7 0
1 2 5 4 6 0
2 2 5 4 6 3 0
7 2 5 4 6 7 0
1 2 5 4 7 3 0
1 2 5 4 7 6 0
24 2 5 6 0
2 2 5 6 3 4 0
2 2 5 6 3 7 0
3 2 5 6 4 0
1 2 5 6 4 3 0
7 2 5 6 4 7 0
5 2 5 6 7 0
