voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Ann BELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
