rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,Num cands,Num seats
"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.","Condit, James E., III","Adkins, Lawrence J.","Gordon, Jesse A.","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Green, Andre Lerone","Hall, Robert Lee, Sr.","Hees, Bill","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Toomey, Timothy J., Jr.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Simmons, Denise","Davis, Henrietta","Murphy, Brian","Gordon, Jesse A.","Reeves, Kenneth E.","Adkins, Lawrence J.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.","Davis, Henrietta","Green, Andre Lerone","Toomey, Timothy J., Jr.","Hall, Robert Lee, Sr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Seidel, Sam","Murphy, Brian","Maher, David P.","Gordon, Jesse A.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta","Murphy, Brian","Seidel, Sam","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.","Murphy, Brian","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Galluccio, Anthony D.","Sullivan, Michael A.","Davis, Henrietta","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Murphy, Brian","Davis, Henrietta","Simmons, Denise","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, Denise","Davis, Henrietta","Decker, Marjorie C.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Adkins, Lawrence J.","Davis, Henrietta","Decker, Marjorie C.","Gordon, Jesse A.","Simmons, Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Murphy, Brian","Davis, Henrietta","Sullivan, Michael A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Maher, David P.","Murphy, Brian","Sullivan, Michael A.","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Simmons, Denise","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Kelley, Craig A.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Galluccio, Anthony D.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Seidel, Sam","Green, Andre Lerone","Simmons, Denise","Murphy, Brian","Gordon, Jesse A.","Adkins, Lawrence J.","Reeves, Kenneth E.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Simmons, Denise","Kelley, Craig A.","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Seidel, Sam","Simmons, Denise","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","LaTremouille, Robert J.","Adkins, Lawrence J.","Condit, James E., III","Gordon, Jesse A.","Green, Andre Lerone","Hall, Robert Lee, Sr.","Hees, Bill","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Murphy, Brian","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Gordon, Jesse A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, Denise","Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Reeves, Kenneth E.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Davis, Henrietta","Reeves, Kenneth E.","Seidel, Sam","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Condit, James E., III","Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Gordon, Jesse A.","Hall, Robert Lee, Sr.","Green, Andre Lerone","Hees, Bill","LaTremouille, Robert J.","Kelley, Craig A.",skipped,skipped,19,9
"Maher, David P.","Galluccio, Anthony D.","Sullivan, Michael A.","Hees, Bill","Kelley, Craig A.","Reeves, Kenneth E.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, Denise","Seidel, Sam","Decker, Marjorie C.","Reeves, Kenneth E.","Gordon, Jesse A.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Galluccio, Anthony D.","Hees, Bill","Kelley, Craig A.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Davis, Henrietta","Gordon, Jesse A.","Kelley, Craig A.","Murphy, Brian","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, Denise","Galluccio, Anthony D.","Green, Andre Lerone","Decker, Marjorie C.","Gordon, Jesse A.","Sullivan, Michael A.","Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Davis, Henrietta","Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.","Maher, David P.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Hees, Bill","Green, Andre Lerone","Maher, David P.","Gordon, Jesse A.","Condit, James E., III","Adkins, Lawrence J.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Hall, Robert Lee, Sr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Gordon, Jesse A.","Simmons, Denise","Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam","Simmons, Denise","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Gordon, Jesse A.","LaTremouille, Robert J.","Murphy, Brian","Simmons, Denise","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Murphy, Brian","Gordon, Jesse A.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Murphy, Brian","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Galluccio, Anthony D.","Sullivan, Michael A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Adkins, Lawrence J.","Seidel, Sam","Gordon, Jesse A.","Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Sullivan, Michael A.","Decker, Marjorie C.","Seidel, Sam","Murphy, Brian","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.","Seidel, Sam","Kelley, Craig A.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Simmons, Denise","Seidel, Sam","Gordon, Jesse A.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Davis, Henrietta","Simmons, Denise","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Sullivan, Michael A.","Murphy, Brian","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Simmons, Denise","Murphy, Brian","Davis, Henrietta","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.","Kelley, Craig A.","Galluccio, Anthony D.","Hall, Robert Lee, Sr.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Seidel, Sam","Decker, Marjorie C.","Condit, James E., III","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Simmons, Denise","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta","Toomey, Timothy J., Jr.","Simmons, Denise","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Murphy, Brian","Kelley, Craig A.","Seidel, Sam","Decker, Marjorie C.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, Denise","Reeves, Kenneth E.","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Hees, Bill","Condit, James E., III","Adkins, Lawrence J.","LaTremouille, Robert J.","Kelley, Craig A.","Hall, Robert Lee, Sr.","Green, Andre Lerone","Gordon, Jesse A.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Toomey, Timothy J., Jr.",19,9
"Sullivan, Michael A.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Hees, Bill","Galluccio, Anthony D.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Maher, David P.","Davis, Henrietta","Galluccio, Anthony D.","Murphy, Brian","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Simmons, Denise","Sullivan, Michael A.","Adkins, Lawrence J.","Condit, James E., III","Seidel, Sam","Hall, Robert Lee, Sr.","Davis, Henrietta","Green, Andre Lerone","Gordon, Jesse A.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Murphy, Brian","Hees, Bill","Maher, David P.","LaTremouille, Robert J.","Gordon, Jesse A.","Hall, Robert Lee, Sr.","Kelley, Craig A.","Reeves, Kenneth E.","Green, Andre Lerone","Seidel, Sam","Simmons, Denise","Davis, Henrietta","Condit, James E., III","Adkins, Lawrence J.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",19,9
"Murphy, Brian","Davis, Henrietta","Galluccio, Anthony D.","Simmons, Denise","Reeves, Kenneth E.","Kelley, Craig A.","Green, Andre Lerone","Maher, David P.","Seidel, Sam","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Murphy, Brian","Davis, Henrietta","Seidel, Sam","Galluccio, Anthony D.","Reeves, Kenneth E.","Kelley, Craig A.","Toomey, Timothy J., Jr.","Green, Andre Lerone","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Green, Andre Lerone","Hall, Robert Lee, Sr.","Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.","Condit, James E., III","Adkins, Lawrence J.","Hees, Bill","Murphy, Brian","Simmons, Denise","Gordon, Jesse A.",skipped,skipped,skipped,19,9
"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Simmons, Denise","Murphy, Brian","Davis, Henrietta","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.","Kelley, Craig A.","Galluccio, Anthony D.","Hall, Robert Lee, Sr.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.","Galluccio, Anthony D.","Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Seidel, Sam","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Murphy, Brian","Decker, Marjorie C.","Simmons, Denise","Gordon, Jesse A.","LaTremouille, Robert J.","Kelley, Craig A.","Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
