Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,writein,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,writein,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,writein,skipped,skipped,2,1
MINNEAPOLIS W-1 P-10,writein,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,2,1
