precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-11,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-09,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-11,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-05,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-07,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-03,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-08,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-8 P-05,Bill Shroyer,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-11 P-07,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-07,Andrea Fahrenkrug,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-11 P-09,Andrea Fahrenkrug,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-10,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-07,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-09,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-08,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-04,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-09,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-10,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-07,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-05,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-11 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-11,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-09,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-10,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,4,1
MINNEAPOLIS W-12 P-09,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-05,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-05,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-13,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-05,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-09,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-08,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-03,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-06,Bill Shroyer,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-12 P-10,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-05,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-11,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-09,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-05,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-10,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-05,Andrea Fahrenkrug,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-08,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-11,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-06,Andrea Fahrenkrug,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-12 P-11,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-13,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-06,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-09,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-08,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-8 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-8 P-05,Andrea Fahrenkrug,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-10,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-12 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-07,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,writein,Steffanie Musich,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-07,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-06,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-11 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-02,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-07,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-05,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-8 P-03,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-09,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-8 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-13,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-07,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-07,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-09,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-03,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-04,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-06,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-04,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-10,Bill Shroyer,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-10,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-11,Bill Shroyer,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-8 P-08,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-11 P-08,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-11,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-8 P-08,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-08,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-08,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-02,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-08,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-10,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-05,Andrea Fahrenkrug,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-08,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-09,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-07,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-8 P-08,Bill Shroyer,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-12 P-09,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-06,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-10,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-03,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-07,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-8 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-05,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-11 P-09,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-11 P-07,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-8 P-08,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,4,1
MINNEAPOLIS W-12 P-11,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-10,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,writein,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-04,Andrea Fahrenkrug,Steffanie Musich,skipped,4,1
MINNEAPOLIS W-12 P-09,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-12 P-11,Bill Shroyer,Steffanie Musich,writein,4,1
MINNEAPOLIS W-11 P-07,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-02,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-8 P-08,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-06,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Bill Shroyer,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-8 P-05,Bill Shroyer,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-11 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-13,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-12 P-09,Andrea Fahrenkrug,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-11 P-10,Andrea Fahrenkrug,skipped,skipped,4,1
MINNEAPOLIS W-11 P-10,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-12,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,4,1
MINNEAPOLIS W-12 P-06,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-9 P-07,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,4,1
MINNEAPOLIS W-8 P-03,Steffanie Musich,Andrea Fahrenkrug,skipped,4,1
MINNEAPOLIS W-12 P-11,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-03,Steffanie Musich,skipped,skipped,4,1
MINNEAPOLIS W-12 P-05,Steffanie Musich,Bill Shroyer,skipped,4,1
MINNEAPOLIS W-12 P-11,Bill Shroyer,skipped,skipped,4,1
