voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
0,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
1,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
2,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
3,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
4,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
5,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
6,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
7,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
8,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
9,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
10,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
11,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
12,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
13,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
14,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
15,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
16,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
17,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
18,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
19,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
20,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
21,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
22,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
23,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
24,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
25,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
26,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
27,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
28,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
29,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
30,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
31,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
32,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
33,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
34,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
35,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
36,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
37,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
38,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
39,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
40,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
41,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
42,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
43,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
44,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
45,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
46,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
47,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
48,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
49,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
50,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
51,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
52,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
53,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
54,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
55,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
56,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
57,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
58,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
59,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
60,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
61,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
62,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
63,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
64,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
65,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
66,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
67,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
68,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
69,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
70,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
71,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
72,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
73,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
74,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
75,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
76,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
77,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
78,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
79,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
80,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
81,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
82,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
83,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
84,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
85,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
86,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
87,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
88,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
89,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
90,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
91,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
92,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
93,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
94,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
95,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
96,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
97,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
98,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
