voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
0,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
1,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
2,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
3,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
4,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
5,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
6,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
7,Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
8,Simon MCLEAN (Ind),LD,Con,Sol,skipped,skipped,skipped,skipped,skipped,,9
9,Simon MCLEAN (Ind),LD,George SAUNDERS (Ind),John Michael REYNOLDS (Ind),Lab,Con,SNP,Sol,skipped,,9
10,Simon MCLEAN (Ind),LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,,9
11,Simon MCLEAN (Ind),George SAUNDERS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
12,Simon MCLEAN (Ind),George SAUNDERS (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,,9
13,Simon MCLEAN (Ind),George SAUNDERS (Ind),LD,Lab,skipped,skipped,skipped,skipped,skipped,,9
14,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,9
15,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,9
16,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),LD,skipped,skipped,skipped,skipped,skipped,,9
17,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),LD,skipped,skipped,skipped,skipped,skipped,,9
18,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),LD,Lab,Con,SNP,Sol,skipped,,9
19,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),LD,Con,skipped,skipped,skipped,skipped,,9
20,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),Con,skipped,skipped,skipped,skipped,skipped,,9
21,Simon MCLEAN (Ind),George SAUNDERS (Ind),John Michael REYNOLDS (Ind),Con,Sol,LD,skipped,skipped,skipped,,9
22,Simon MCLEAN (Ind),George SAUNDERS (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,,9
23,Simon MCLEAN (Ind),John Michael REYNOLDS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,9
24,Simon MCLEAN (Ind),John Michael REYNOLDS (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,,9
25,Simon MCLEAN (Ind),John Michael REYNOLDS (Ind),LD,George SAUNDERS (Ind),skipped,skipped,skipped,skipped,skipped,,9
26,Simon MCLEAN (Ind),John Michael REYNOLDS (Ind),George SAUNDERS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,9
