voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
0,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
1,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
2,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
3,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
4,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
5,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
6,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
7,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
8,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
9,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
10,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
11,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
12,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
13,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
14,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
15,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
16,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
17,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
18,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
19,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
20,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
21,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
22,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
23,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
24,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
25,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
26,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
27,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
28,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
29,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
30,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
31,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
32,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
33,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
34,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
35,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
36,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
37,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
38,Donnie CAMPBELL  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
39,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
40,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
41,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
42,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
43,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
44,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
45,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
46,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
47,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
48,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
49,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
50,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
51,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
52,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
53,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Henry Drummond BOSWELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
54,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Willie HUME (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
55,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Willie HUME (SNP),John WATSON (Ind),Phyl Stuart MEYER (Grn),skipped,skipped,skipped,skipped,skipped,skipped,,11
56,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Willie HUME (SNP),Jim LYNCH (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
57,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Willie HUME (SNP),Jim LYNCH (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
58,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Willie HUME (SNP),Jim LYNCH (SNP),Jamie MCGRIGOR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,11
59,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),John WATSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
60,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),John WATSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
61,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),John WATSON (Ind),Andrew KAIN (Ind),Jamie MCGRIGOR (Ind),Jim LYNCH (SNP),Amanda HAMPSEY (Con),Willie HUME (SNP),Phyl Stuart MEYER (Grn),Henry Drummond BOSWELL (LD),skipped,,11
62,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),John WATSON (Ind),Andrew KAIN (Ind),Phyl Stuart MEYER (Grn),Jim LYNCH (SNP),Willie HUME (SNP),Gopi AGEER (Lab),Henry Drummond BOSWELL (LD),Jamie MCGRIGOR (Ind),skipped,,11
63,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),John WATSON (Ind),Gopi AGEER (Lab),Henry Drummond BOSWELL (LD),Amanda HAMPSEY (Con),Willie HUME (SNP),skipped,skipped,skipped,skipped,,11
64,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),John WATSON (Ind),Jamie MCGRIGOR (Ind),Andrew KAIN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,11
65,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Amanda HAMPSEY (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
66,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Amanda HAMPSEY (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
67,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Amanda HAMPSEY (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
68,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Andrew KAIN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
69,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Andrew KAIN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
70,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Andrew KAIN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
71,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Andrew KAIN (Ind),Amanda HAMPSEY (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
72,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Andrew KAIN (Ind),Jamie MCGRIGOR (Ind),John WATSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,11
73,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Andrew KAIN (Ind),Jim LYNCH (SNP),Willie HUME (SNP),Phyl Stuart MEYER (Grn),skipped,skipped,skipped,skipped,skipped,,11
74,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Jamie MCGRIGOR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
75,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Jamie MCGRIGOR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
76,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Jamie MCGRIGOR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
77,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Jamie MCGRIGOR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
78,Donnie CAMPBELL  (UNKNOWN),Colin KENNEDY (Ind),Jamie MCGRIGOR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
