voterId,rank1,rank2,rank3,rank4,numSeats,numCands
0,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
1,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
2,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
3,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
4,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
5,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
6,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
7,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
8,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
9,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
10,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
11,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
12,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
13,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
14,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
15,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
16,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
17,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
18,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
19,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
20,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
21,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
22,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
23,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
24,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
25,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
26,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
27,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
28,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
29,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
30,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
31,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
32,Watson MCATEER (Ind),skipped,skipped,skipped,3,4
