10 1.0
1 2 3 7 1 10 0
1 2 3 10 1 7 0
1 2 3 10 7 1 0
1 2 4 7 8 1 0
1 2 4 8 7 1 0
1 2 5 1 0
1 2 5 1 8 0
1 2 5 1 10 0
2 2 5 8 1 10 0
2 2 5 10 1 8 0
3 2 5 10 8 1 0
1 2 6 0
1 2 6 7 10 8 0
2 2 6 8 7 10 0
1 3 2 7 10 1 0
2 3 2 10 1 7 0
1 3 2 10 7 1 0
1 3 4 1 9 7 0
2 3 4 7 1 9 0
1 3 4 9 7 1 0
1 3 5 1 9 10 0
4 3 5 9 10 1 0
1 3 5 10 1 9 0
1 3 6 7 9 10 0
1 3 6 7 10 9 0
2 3 6 9 7 10 0
1 4 2 1 7 8 0
1 4 2 1 8 7 0
1 4 2 7 1 8 0
2 4 2 8 1 7 0
2 4 2 8 7 1 0
3 4 3 1 7 9 0
1 4 3 7 1 9 0
2 4 3 9 1 7 0
1 4 3 9 7 1 0
1 4 5 1 8 9 0
1 4 6 7 8 9 0
1 4 6 9 7 8 0
1 5 2 8 0
3 5 2 10 8 1 0
1 5 3 1 9 10 0
3 5 3 1 10 9 0
1 5 3 9 10 1 0
1 5 4 1 8 9 0
1 5 4 1 9 8 0
1 5 4 8 1 9 0
2 5 4 9 1 8 0
2 5 6 0
1 5 6 9 0
1 5 6 10 8 9 0
1 6 2 10 7 8 0
2 6 3 7 9 10 0
1 6 3 9 0
1 6 3 9 10 7 0
1 6 3 10 7 9 0
2 6 3 10 9 7 0
3 6 4 8 7 9 0
1 6 5 10 8 9 0
2 6 5 10 9 8 0
0
1
2
3
4
5
1
5
3
2
4
