10 1.0
1 2 3 7 9 0
2 2 3 9 7 10 0
1 2 3 9 10 7 0
1 2 4 8 7 9 0
1 2 4 9 7 8 0
1 2 4 9 8 7 0
3 2 5 8 9 0
1 2 5 9 0
1 2 5 9 8 0
4 2 5 9 8 10 0
2 2 5 9 10 8 0
1 2 5 10 0
1 2 5 10 9 8 0
1 3 2 9 7 10 0
5 3 4 1 7 9 0
1 3 4 7 9 1 0
1 3 5 1 9 0
1 3 5 1 9 10 0
1 3 5 1 10 9 0
2 3 5 9 1 10 0
2 3 5 9 10 1 0
1 3 5 10 1 9 0
1 3 6 1 7 0
1 3 6 1 7 10 0
2 3 6 1 10 0
1 3 6 1 10 7 0
1 3 6 10 1 7 0
2 4 3 1 7 9 0
1 4 3 7 0
2 4 3 9 1 7 0
4 4 3 9 7 1 0
1 4 5 1 8 9 0
1 4 5 1 9 0
4 4 5 1 9 8 0
2 4 5 8 1 9 0
2 4 5 8 9 1 0
2 4 5 9 1 8 0
2 4 5 9 8 1 0
1 4 6 7 1 8 0
1 4 6 8 7 1 0
1 5 2 0
1 5 2 8 9 10 0
1 5 2 9 10 8 0
1 5 3 1 9 0
2 5 3 1 10 9 0
1 5 3 10 9 1 0
4 5 4 1 8 9 0
4 5 4 1 9 8 0
1 5 4 8 0
1 5 4 8 1 9 0
1 5 4 8 9 1 0
3 5 4 9 1 8 0
1 5 6 1 8 0
1 5 6 1 8 10 0
1 5 6 1 10 8 0
1 5 6 8 1 10 0
1 5 6 10 1 8 0
2 6 3 1 7 10 0
2 6 3 1 10 7 0
8 6 4 1 7 8 0
4 6 4 1 8 7 0
1 6 4 7 8 1 0
2 6 4 8 7 1 0
1 6 5 0
1 6 5 1 8 0
3 6 5 1 8 10 0
1 6 5 1 10 8 0
1 6 5 8 1 10 0
1 6 5 8 10 0
1 6 5 8 10 1 0
2 6 5 10 1 8 0
0
1
1
3
4
5
2
5
3
2
4
