12 1.0
1 2 6 12 11 10 5 7 3 8 9 4 1 0
1 3 12 1 2 0
1 4 3 1 8 6 2 11 9 10 7 5 12 0
1 4 6 9 10 3 11 5 8 12 2 7 1 0
1 4 9 12 7 10 1 8 2 5 11 6 3 0
1 4 12 9 8 5 3 11 1 2 6 0
1 5 11 6 4 10 12 2 1 7 3 9 8 0
1 6 2 8 3 7 1 4 5 9 0
1 6 11 12 7 4 3 2 8 5 9 10 1 0
1 7 4 6 5 3 2 1 0
1 7 5 3 6 11 2 8 9 12 10 4 1 0
1 7 5 8 11 4 10 3 6 2 1 12 9 0
1 7 6 10 4 11 3 2 9 8 12 1 0
1 7 6 12 4 1 11 5 3 8 10 9 2 0
1 8 1 9 2 6 7 3 4 5 10 12 11 0
1 8 3 10 5 12 2 11 9 4 7 1 0
1 8 3 11 4 9 7 6 10 2 12 5 1 0
1 8 7 10 6 2 11 3 4 5 9 12 1 0
1 8 7 10 6 11 2 3 9 4 5 12 1 0
1 8 7 12 11 3 9 2 5 6 4 10 1 0
1 8 12 11 6 1 5 4 9 7 3 10 2 0
1 9 2 11 5 7 1 3 4 8 10 6 0
1 9 3 11 4 2 8 5 10 6 7 12 1 0
1 9 3 12 6 7 1 8 2 4 5 0
1 9 5 12 6 3 11 1 10 8 4 7 2 0
1 10 2 8 6 4 9 1 12 7 5 11 3 0
1 10 4 12 3 7 11 2 8 5 6 9 1 0
1 10 4 12 3 7 11 5 8 6 2 9 1 0
1 10 5 12 3 8 7 2 11 6 4 9 1 0
1 10 5 12 6 1 4 8 11 3 7 9 2 0
1 10 6 7 2 4 9 3 5 8 11 12 1 0
1 10 6 9 12 7 11 1 5 8 2 3 4 0
1 10 8 12 5 3 1 4 7 6 9 11 2 0
1 10 12 3 7 1 4 2 9 6 8 11 5 0
1 10 12 6 1 5 3 7 9 8 2 0
1 11 2 12 3 5 10 9 7 8 4 6 1 0
1 11 2 12 8 10 5 3 7 1 9 6 4 0
1 11 3 12 7 8 5 2 6 9 10 1 4 0
1 11 4 9 10 12 2 7 3 5 8 6 1 0
1 11 5 7 8 2 6 3 10 12 9 4 0
1 11 5 10 9 3 4 7 1 2 6 12 8 0
1 11 7 8 6 2 1 5 4 12 9 10 3 0
1 11 7 9 6 4 8 3 12 10 1 2 5 0
1 11 8 12 5 3 10 4 6 1 7 9 2 0
1 11 8 12 5 10 6 4 3 2 7 9 1 0
1 11 9 12 3 6 1 5 4 10 7 8 2 0
1 11 10 12 1 7 3 5 9 4 2 8 6 0
1 11 12 8 2 3 5 4 9 6 7 10 1 0
1 12 1 10 5 3 8 7 9 11 4 6 2 0
1 12 2 4 3 1 0
1 12 2 4 5 6 10 1 11 8 7 9 3 0
1 12 2 11 3 1 4 9 5 10 0
1 12 2 11 8 3 1 7 6 10 4 9 5 0
1 12 3 9 7 5 10 4 6 8 1 11 2 0
1 12 4 1 7 2 5 6 3 0
1 12 4 3 5 7 2 6 8 11 1 0
1 12 4 7 10 8 5 3 2 9 11 6 1 0
1 12 4 9 8 7 11 1 6 10 2 3 5 0
1 12 4 9 10 5 8 2 1 7 11 6 3 0
1 12 5 4 2 3 1 0
1 12 5 8 9 6 2 1 11 4 3 0
1 12 5 8 11 10 1 4 2 6 7 3 0
1 12 5 11 9 3 1 2 4 10 6 0
1 12 5 11 10 7 4 3 8 6 2 9 1 0
1 12 6 5 7 2 4 9 1 3 10 8 0
1 12 6 7 4 3 2 5 9 8 1 0
1 12 6 7 5 2 3 9 8 10 11 4 1 0
1 12 6 11 5 10 1 2 4 9 3 7 8 0
1 12 7 11 6 3 9 5 8 4 1 10 2 0
1 12 8 10 2 5 3 7 4 9 6 11 1 0
1 12 8 11 6 5 10 9 1 4 3 7 2 0
1 12 9 3 8 2 6 1 4 5 7 11 10 0
1 12 10 7 4 3 1 2 0
1 12 10 11 2 7 4 1 3 5 9 6 8 0
1 12 11 8 7 2 9 1 4 3 5 10 6 0
0
1.0
2.0
3.0
4.0
5.0
6.0
7.0
8.0
9.0
10.0
11.0
12.0
