17 Unknown
1 8 2 7 3 14 5 1 16 13 9 4 11 15 10 6 17 0
1 11 13 1 4 10 7 2 3 15 9 12 14 8 17 5 6 16 0
1 12 1 9 3 10 7 2 14 15 11 8 13 6 17 5 4 16 0
1 12 3 6 2 14 8 1 10 16 9 7 11 15 13 5 4 17 0
1 12 4 6 2 13 7 1 11 15 9 10 14 8 16 3 5 17 0
1 13 3 8 2 7 9 1 12 15 11 10 14 5 17 6 4 16 0
1 13 4 7 2 8 10 1 12 15 11 9 14 6 17 5 3 16 0
1 14 1 6 4 9 8 3 10 15 11 7 13 12 17 5 2 16 0
1 14 1 7 3 9 8 2 12 15 13 10 11 6 17 4 5 16 0
1 14 2 6 1 8 9 3 11 15 12 5 13 10 17 4 7 16 0
1 14 2 6 3 7 8 1 12 15 11 10 13 9 17 5 4 16 0
1 14 2 6 3 7 10 1 11 15 12 9 13 8 17 5 4 16 0
1 14 2 6 3 8 7 1 12 15 11 10 13 9 17 5 4 16 0
1 14 2 7 3 6 9 1 12 15 11 10 13 8 17 5 4 16 0
1 14 2 7 3 8 10 1 11 15 13 6 12 9 17 4 5 16 0
1 14 2 8 3 9 6 1 13 15 11 10 12 7 17 5 4 16 0
1 14 2 9 3 8 6 1 11 15 12 10 13 7 17 5 4 16 0
1 14 3 6 2 7 10 1 12 15 13 8 11 9 17 4 5 16 0
1 14 3 6 2 8 7 1 12 15 11 10 13 9 17 5 4 16 0
1 14 3 6 2 8 7 1 12 15 13 10 11 9 16 4 5 17 0
1 14 3 7 2 6 8 1 12 15 11 10 13 9 17 5 4 16 0
1 14 3 7 2 8 9 1 12 16 17 10 13 11 5 4 15 0
1 14 3 8 2 7 9 1 12 15 11 10 13 6 17 5 4 16 0
1 14 3 8 2 10 6 1 13 16 11 9 12 7 17 5 4 15 0
1 14 3 10 2 7 6 1 13 16 11 9 12 8 17 4 5 15 0
1 14 4 3 7 6 8 2 11 15 12 10 13 9 17 5 1 16 0
1 14 4 7 2 9 5 1 11 15 10 12 13 8 17 6 3 16 0
1 14 5 6 2 8 7 1 12 15 10 11 13 9 17 4 3 16 0
1 15 2 9 4 10 7 1 12 14 11 6 13 8 17 5 3 16 0
1 15 4 7 2 5 8 1 11 14 10 12 13 9 17 6 3 16 0
1 16 3 6 2 9 7 1 12 15 11 10 13 8 17 4 5 14 0
1 17 0
1 17 1 2 3 0
1 17 2 8 3 7 9 1 11 10 6 4 5 0
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
