17 1.0
1 3 9 14 12 1 5 2 10 15 13 8 11 4 16 7 6 17 0
1 3 9 17 4 15 2 11 7 16 6 1 8 14 10 13 5 12 0
1 3 10 5 9 14 17 13 2 1 16 7 4 8 12 11 6 15 0
1 3 10 12 2 13 1 11 6 7 15 4 16 17 14 8 5 9 0
1 3 11 4 8 13 5 14 10 6 16 9 7 1 12 2 17 15 0
1 3 12 1 5 13 10 16 6 17 9 7 11 14 2 4 15 0
1 3 12 1 7 11 2 17 4 6 13 5 8 10 14 9 15 16 0
1 3 12 2 6 1 11 15 8 10 13 7 4 9 14 5 17 16 0
1 3 12 6 10 5 8 16 4 7 14 9 2 11 17 1 15 13 0
1 3 12 14 5 6 4 10 8 13 17 16 2 7 9 1 11 15 0
1 3 13 5 6 12 16 15 2 1 8 10 9 7 17 11 4 14 0
1 3 13 7 6 8 9 17 11 1 12 5 10 2 14 4 15 0
1 3 13 17 9 5 10 16 2 11 15 4 6 7 12 8 1 14 0
1 3 14 10 2 5 6 17 13 1 9 11 8 4 16 7 12 15 0
1 3 14 10 9 6 5 16 2 8 13 1 7 4 12 11 15 17 0
1 3 14 12 2 4 7 13 10 9 5 8 1 6 16 11 15 0
1 3 15 9 11 13 7 4 8 1 17 14 6 2 5 12 16 0
1 3 17 1 8 13 5 11 4 15 16 9 6 7 14 2 10 12 0
1 3 17 2 5 9 8 11 6 15 10 4 1 14 13 7 16 12 0
1 3 17 9 8 10 1 11 5 2 4 13 7 0
1 4 6 8 10 5 17 11 13 9 14 12 2 1 15 3 7 16 0
1 4 7 14 3 6 1 8 9 16 2 15 13 11 10 17 5 12 0
1 4 8 10 2 11 1 15 6 9 12 3 14 5 16 7 13 17 0
1 4 10 8 7 6 12 17 5 14 13 3 11 9 15 1 2 16 0
1 4 11 2 6 17 8 3 9 7 13 5 10 16 15 1 14 12 0
1 4 11 8 1 12 5 14 16 6 13 7 15 17 2 9 10 3 0
1 4 11 8 7 16 2 10 6 9 14 12 5 1 13 3 17 15 0
1 4 12 1 9 17 8 14 6 2 16 7 3 5 13 10 11 15 0
1 4 12 5 13 7 16 3 2 1 8 9 15 17 14 10 6 0
1 4 12 6 8 16 15 10 9 7 17 2 5 14 13 3 1 11 0
1 4 12 7 6 11 5 15 3 9 16 13 10 2 17 1 8 14 0
1 4 14 2 7 13 17 9 3 1 11 15 6 12 8 5 16 10 0
1 4 14 8 6 9 11 17 5 3 13 10 7 2 15 1 12 16 0
1 4 14 10 3 12 2 17 7 5 16 9 11 6 13 1 8 15 0
1 4 15 5 8 7 2 14 1 9 17 12 6 11 16 3 10 13 0
1 4 15 7 11 16 6 10 3 2 12 17 1 5 14 8 13 9 0
1 4 15 14 7 8 9 10 1 6 16 3 2 17 5 12 11 0
1 4 15 17 8 9 13 14 5 7 16 11 2 1 10 3 6 12 0
1 4 16 1 10 11 7 13 6 3 15 8 2 9 17 5 12 14 0
1 4 16 3 8 7 12 15 11 9 14 6 5 2 17 1 10 13 0
1 4 17 8 6 1 12 9 2 7 5 10 11 3 0
1 5 9 4 13 3 17 10 1 14 11 7 6 12 2 16 15 0
1 5 10 13 2 12 9 15 8 6 1 11 7 3 14 4 17 16 0
1 5 11 6 9 2 14 15 7 1 16 13 12 8 4 3 17 0
1 5 12 2 3 9 6 16 7 4 14 10 8 1 15 11 17 13 0
1 5 12 2 6 4 8 17 13 1 9 10 7 3 11 0
1 5 12 17 9 10 4 13 6 16 15 8 1 3 14 2 11 7 0
1 5 13 1 4 9 2 8 7 6 14 3 10 16 17 12 15 11 0
1 5 13 3 11 10 16 17 9 2 8 6 7 14 1 12 15 0
1 5 13 11 9 16 4 12 2 15 1 8 6 3 14 10 17 7 0
1 5 14 1 11 10 2 15 3 6 8 12 13 4 17 7 9 16 0
1 5 14 1 15 2 9 12 11 7 13 6 3 8 17 4 10 16 0
1 5 14 2 3 10 7 13 4 11 8 9 17 1 15 6 12 16 0
1 5 14 3 1 11 2 17 10 6 15 9 8 7 12 4 13 16 0
1 5 14 4 3 12 10 16 1 8 17 11 9 7 13 2 6 15 0
1 5 14 9 2 6 1 11 10 8 17 4 13 12 15 7 3 16 0
1 5 15 11 6 12 3 16 2 7 4 1 9 10 14 8 13 17 0
1 5 16 2 14 7 11 15 6 3 9 10 4 12 13 1 8 17 0
1 5 16 3 4 13 1 11 8 6 12 9 7 10 2 14 17 0
1 5 16 4 2 13 8 10 3 12 17 7 11 6 14 1 9 15 0
1 5 17 6 7 14 13 10 3 2 9 1 15 4 8 12 11 16 0
1 6 7 8 14 15 3 16 5 4 13 12 10 1 9 2 17 11 0
1 6 8 1 3 2 9 7 4 11 12 5 10 0
1 6 10 3 8 13 17 7 5 9 14 2 1 15 11 16 4 12 0
1 6 12 7 8 2 17 13 10 14 4 16 3 9 1 11 5 15 0
1 6 12 15 3 2 4 8 9 11 5 17 10 14 7 13 1 16 0
1 6 13 4 7 1 11 17 9 10 2 5 8 3 16 14 15 0
1 6 14 1 9 12 2 16 7 4 10 11 13 5 17 3 8 15 0
1 6 14 3 1 8 10 16 7 4 15 2 13 9 17 5 11 12 0
1 6 14 3 1 12 11 17 2 4 13 5 8 7 15 9 10 16 0
1 6 14 4 2 5 7 9 8 3 13 16 11 1 17 10 12 15 0
1 6 15 17 9 14 13 2 11 12 3 8 4 10 1 7 5 16 0
1 6 16 2 15 11 3 4 13 1 8 9 17 7 14 12 5 10 0
1 6 16 12 1 5 11 14 3 7 4 2 9 8 10 13 15 17 0
1 6 17 2 7 12 9 10 1 5 13 8 4 11 14 3 16 15 0
1 6 17 5 3 11 13 14 2 1 8 4 7 9 15 12 10 16 0
1 6 17 8 1 7 9 4 10 15 3 11 2 14 5 0
1 7 11 10 2 17 9 5 1 8 15 13 3 4 14 16 12 6 0
1 7 12 3 9 2 5 13 11 16 14 10 8 1 17 4 6 15 0
1 7 12 11 5 3 8 16 1 17 6 9 10 4 2 13 0
1 7 12 14 15 1 8 10 3 9 16 6 2 4 11 17 5 13 0
1 7 13 1 2 17 3 16 11 4 9 12 6 10 5 8 15 0
1 7 13 8 1 12 6 15 2 16 14 11 5 9 3 10 4 17 0
1 7 13 14 11 4 12 9 3 15 10 6 5 16 8 1 2 17 0
1 7 13 17 2 9 3 4 1 11 10 12 5 6 8 0
1 7 14 2 8 10 5 9 6 1 16 13 12 4 15 17 3 11 0
1 7 14 9 2 6 8 11 5 17 15 4 1 13 3 16 12 0
1 7 15 5 9 12 2 16 6 11 8 10 1 4 13 3 17 14 0
1 7 16 2 4 1 8 14 6 3 11 10 13 9 17 5 12 15 0
1 7 17 2 1 5 3 4 6 0
1 8 4 14 1 10 7 16 11 5 17 2 6 9 3 15 13 12 0
1 8 9 7 14 15 2 11 1 5 16 12 3 6 4 10 17 13 0
1 8 9 15 2 4 5 14 1 12 13 3 7 11 17 6 10 16 0
1 8 11 3 1 9 7 17 15 6 13 5 16 10 14 0
1 8 12 7 2 4 3 15 6 1 16 5 9 11 13 10 14 17 0
1 8 12 10 2 11 3 4 6 1 5 0
1 8 13 2 10 14 5 15 4 3 17 6 9 7 16 1 12 11 0
1 8 15 2 4 11 5 13 3 1 16 7 10 6 9 17 14 12 0
1 8 17 1 6 9 7 11 5 3 10 2 4 0
1 9 8 17 7 15 1 6 2 4 10 11 5 3 13 16 14 12 0
1 9 11 1 4 6 12 15 17 2 13 3 10 7 16 5 8 14 0
1 9 12 4 10 14 3 1 11 2 17 6 5 8 13 15 16 7 0
1 9 13 16 3 2 15 11 7 17 14 8 1 6 10 4 5 12 0
1 9 14 4 7 16 8 13 5 3 6 11 10 1 12 2 17 15 0
1 9 14 6 10 4 2 15 13 8 12 7 5 3 16 1 11 17 0
1 9 14 11 13 17 10 16 2 4 3 5 6 1 7 12 8 15 0
1 9 15 3 7 1 11 17 5 12 10 13 2 8 14 6 4 0
41 9 15 6 1 4 2 16 12 8 11 10 13 14 7 3 5 17 0
1 9 15 6 11 2 3 17 13 1 14 4 7 8 10 12 5 16 0
1 9 16 8 1 4 12 11 6 5 17 13 10 3 7 15 14 0
1 9 17 1 7 10 5 3 8 13 4 11 6 2 12 0
1 10 8 1 3 17 6 16 7 4 12 9 2 5 15 11 14 13 0
1 10 11 17 2 9 8 14 1 5 3 13 7 6 15 16 12 4 0
1 10 14 8 5 2 3 15 4 1 16 11 7 13 6 9 12 17 0
1 10 15 11 1 12 7 17 13 5 6 3 9 2 14 4 8 16 0
1 10 16 1 2 12 9 15 4 3 17 5 8 11 13 6 7 14 0
1 11 3 15 9 4 6 5 8 16 1 13 10 17 14 12 2 7 0
1 11 8 5 14 9 16 7 6 4 10 15 17 3 12 1 2 13 0
1 11 9 7 8 14 3 6 5 1 10 4 13 12 16 17 2 15 0
1 11 13 1 16 9 3 14 10 6 17 12 7 2 8 5 4 15 0
1 11 13 6 12 1 5 14 3 2 16 10 7 8 9 4 15 17 0
1 11 13 14 2 8 5 15 1 4 12 9 6 10 16 3 7 17 0
1 12 4 8 9 14 10 1 17 16 5 13 15 11 3 7 6 2 0
1 12 6 7 8 15 3 17 9 11 2 14 13 4 10 1 5 16 0
1 12 6 8 10 4 3 15 1 13 14 17 7 2 9 11 5 16 0
1 12 9 11 2 7 1 15 10 13 17 4 6 5 14 3 8 16 0
1 12 13 9 11 7 6 17 1 2 8 10 15 5 14 3 4 16 0
1 12 15 2 11 1 16 17 7 10 6 13 8 4 9 3 5 14 0
1 13 9 5 10 12 15 17 2 1 4 8 6 7 11 14 3 16 0
1 13 9 15 10 5 16 8 3 7 1 2 12 4 14 17 11 6 0
1 14 10 3 15 2 16 17 13 1 4 0
1 14 13 12 3 6 4 5 7 1 15 10 17 8 11 9 2 16 0
1 15 14 1 8 9 17 10 12 3 13 7 4 5 16 2 6 11 0
1 15 14 5 3 13 2 9 4 1 8 6 7 16 17 0
1 16 15 1 12 2 14 9 8 4 17 7 11 6 13 5 3 10 0
12 17 0
1 17 1 0
2 17 1 2 0
1 17 1 3 2 0
1 17 1 3 4 5 7 2 0
2 17 2 1 3 0
1 17 2 3 1 0
1 17 3 2 1 0
1 17 3 2 4 1 0
1 17 3 5 16 1 15 4 6 2 0
1 17 7 4 3 2 5 1 6 0
1 17 11 1 9 2 3 13 16 15 8 14 10 4 5 7 6 12 0
1 17 11 3 6 2 1 15 10 4 12 5 7 9 16 8 13 14 0
1 17 12 2 8 5 6 13 1 3 16 10 11 9 4 7 15 0
1 17 12 5 9 8 3 13 11 1 16 2 4 7 15 10 6 14 0
0
1.0
2.0
3.0
4.0
5.0
6.0
7.0
8.0
9.0
10.0
11.0
12.0
13.0
14.0
15.0
16.0
17.0
