17 1.0
1 1 6 3 11 14 9 5 15 12 4 13 10 7 8 16 2 17 0
1 1 7 3 6 14 10 4 15 11 5 13 12 9 8 16 2 17 0
1 1 7 4 11 13 5 8 14 10 3 17 6 9 15 2 16 0
1 1 8 4 9 14 12 6 15 13 3 11 10 5 7 16 2 17 0
1 1 9 4 10 13 8 5 15 11 3 14 12 7 6 16 2 17 0
1 1 9 5 7 12 10 4 16 11 3 14 13 8 6 15 2 17 0
1 1 10 3 5 13 9 8 14 11 4 17 12 7 6 15 2 16 0
1 1 10 4 9 13 8 5 15 12 3 14 11 7 6 16 2 17 0
1 1 10 5 9 13 7 3 15 12 4 16 11 8 6 14 2 17 0
1 1 10 5 9 13 8 6 14 12 3 15 11 4 7 16 2 17 0
1 1 10 6 8 15 7 9 12 14 4 16 11 3 5 13 2 17 0
1 1 11 3 8 12 10 6 15 5 13 14 7 4 17 2 16 0
1 1 11 4 8 13 10 5 15 12 3 14 9 6 7 16 2 17 0
1 1 11 4 10 14 5 7 15 13 3 9 12 6 8 16 2 17 0
1 1 17 0
1 2 4 5 14 12 13 10 9 15 3 11 6 8 7 16 1 17 0
1 2 6 9 11 14 12 5 15 1 4 8 13 7 10 16 3 17 0
1 2 7 3 9 14 11 5 13 10 4 16 12 6 8 15 1 17 0
1 2 7 4 5 13 10 6 15 12 3 14 11 8 9 16 1 17 0
1 2 7 4 10 13 8 6 15 11 3 14 12 5 9 16 1 17 0
1 2 8 3 9 14 7 5 16 11 4 13 12 6 10 15 1 17 0
1 2 8 4 7 14 6 5 15 12 3 13 11 10 9 17 1 16 0
1 2 8 5 9 14 7 13 11 3 17 12 6 10 16 1 15 0
1 2 8 5 9 14 10 4 15 11 3 13 12 7 6 16 1 17 0
1 2 9 3 8 14 6 4 15 13 5 11 10 16 1 17 0
1 2 9 3 10 13 8 5 16 14 4 11 12 7 6 15 1 17 0
1 2 9 4 6 13 10 5 15 11 3 14 12 7 8 16 1 17 0
1 2 9 4 7 15 8 5 17 11 3 14 12 10 6 13 1 16 0
1 2 9 4 8 13 6 5 14 12 3 15 11 7 10 16 1 17 0
1 2 9 4 8 13 12 5 15 11 3 14 10 6 7 16 1 17 0
1 2 9 4 8 14 10 6 15 12 3 13 11 5 7 16 1 17 0
1 2 9 4 10 13 8 6 15 11 3 14 12 5 7 16 1 17 0
1 2 9 4 11 14 7 5 17 10 3 13 12 8 6 15 1 16 0
1 2 9 4 11 14 8 5 15 12 1 10 13 6 7 16 3 17 0
1 2 9 5 8 12 10 6 14 11 3 15 13 4 7 16 1 17 0
1 2 9 5 8 13 10 4 14 12 3 16 11 7 6 15 1 17 0
1 2 9 5 8 14 10 3 15 11 4 12 17 6 7 13 1 16 0
1 2 9 5 10 14 7 6 15 11 3 13 12 4 8 16 1 17 0
1 2 9 5 10 14 8 3 15 12 4 13 11 6 7 16 1 17 0
1 2 9 5 10 14 8 4 12 3 11 6 7 15 1 17 0
1 2 9 5 10 17 8 4 11 3 6 7 1 0
1 2 9 5 11 14 3 7 15 10 4 13 12 6 8 16 1 17 0
1 2 9 6 10 14 5 4 15 13 3 11 12 8 7 16 1 17 0
1 2 10 3 8 13 9 5 15 12 4 14 11 6 7 17 1 16 0
1 2 10 3 9 6 5 16 11 4 8 7 17 1 0
1 2 10 3 9 13 6 7 15 12 4 11 14 8 5 16 1 17 0
1 2 10 4 6 14 9 5 15 12 3 13 11 7 8 16 1 17 0
1 2 10 4 7 14 9 5 15 11 3 12 13 8 6 16 1 17 0
1 2 10 4 8 12 13 6 16 11 3 14 9 5 7 15 1 17 0
1 2 10 4 8 13 7 6 14 12 3 16 11 5 9 15 1 17 0
2 2 10 4 8 13 9 5 15 11 3 14 12 7 6 16 1 17 0
1 2 10 4 8 13 9 5 15 12 3 14 11 6 7 16 1 17 0
1 2 10 4 8 13 9 6 15 11 3 14 12 5 7 16 1 17 0
1 2 10 4 8 14 9 3 16 12 5 13 11 7 6 17 1 15 0
1 2 10 4 8 14 9 5 15 12 3 13 11 6 7 16 1 17 0
1 2 10 4 8 14 9 5 15 13 3 12 11 6 7 16 1 17 0
1 2 10 4 8 14 9 6 15 12 3 13 11 5 7 16 1 17 0
1 2 10 4 8 14 11 5 13 9 3 16 12 6 7 15 1 17 0
1 2 10 4 9 13 8 5 15 12 3 14 11 7 6 16 1 17 0
1 2 10 4 9 13 8 6 16 12 3 14 11 7 5 15 1 17 0
1 2 10 4 9 14 8 5 15 11 3 13 12 6 7 16 1 17 0
1 2 10 4 9 14 8 5 15 12 3 13 11 7 6 16 1 17 0
1 2 10 4 9 14 8 5 16 12 3 13 11 6 7 15 1 17 0
1 2 10 4 11 15 7 5 17 13 3 9 12 8 6 16 1 14 0
1 2 10 5 6 14 9 4 15 12 3 13 11 7 8 16 1 17 0
1 2 10 5 7 14 9 4 15 13 3 12 11 6 16 1 17 0
1 2 10 5 8 13 9 4 15 11 3 14 12 6 7 16 1 17 0
1 2 10 5 8 13 9 4 15 12 3 14 11 6 7 16 1 17 0
1 2 10 5 9 14 6 4 16 11 3 12 13 8 7 15 1 17 0
1 2 10 5 9 14 7 4 15 11 3 13 12 6 8 16 1 17 0
1 2 10 5 9 14 7 4 15 12 3 13 11 6 8 16 1 17 0
1 2 10 5 9 15 7 6 14 12 3 13 11 8 4 16 1 17 0
1 2 10 5 11 14 9 7 6 13 3 15 12 4 8 16 1 17 0
1 2 10 5 13 6 4 15 11 3 14 12 7 8 16 1 17 0
1 2 11 3 9 14 7 6 12 10 4 15 8 5 16 1 17 0
1 2 11 4 5 13 10 8 16 9 3 14 12 6 15 1 17 0
1 2 11 4 6 13 9 5 15 10 3 14 12 7 8 16 1 17 0
1 2 11 4 7 13 9 5 14 10 3 15 12 8 6 16 1 17 0
1 2 11 4 7 14 9 6 15 10 3 13 12 5 8 16 1 17 0
1 2 11 4 8 13 6 5 16 12 3 15 10 9 7 14 1 17 0
1 2 11 4 8 13 9 5 15 10 3 14 12 6 7 16 1 17 0
1 2 11 4 8 13 9 6 16 14 3 12 5 7 15 1 17 0
1 2 11 4 8 14 9 5 15 6 3 13 12 7 10 16 1 17 0
1 2 11 4 8 14 9 5 15 12 3 13 10 6 7 16 1 17 0
1 2 11 4 9 13 8 5 15 12 3 14 10 6 7 16 1 17 0
1 2 11 4 9 15 8 6 14 12 3 13 10 5 7 16 1 17 0
1 2 12 4 6 14 8 15 9 3 13 11 7 10 16 1 17 0
1 2 12 4 9 13 5 7 17 10 3 14 11 6 8 16 1 15 0
1 2 12 6 8 13 4 14 10 3 17 11 9 7 15 1 16 0
1 2 17 4 8 9 5 3 6 7 1 0
1 3 8 4 10 14 7 5 16 11 2 13 12 9 6 15 1 17 0
1 3 8 6 5 14 7 4 17 13 2 12 11 9 10 15 1 16 0
1 3 10 4 7 14 8 5 13 12 2 15 11 9 6 16 1 17 0
1 3 10 4 8 13 9 5 15 11 2 14 12 7 6 16 1 17 0
1 3 10 4 8 14 9 5 15 12 2 13 11 6 7 16 1 17 0
1 3 10 5 7 13 8 4 16 11 2 14 12 9 6 15 1 17 0
1 3 10 5 7 14 9 4 16 11 2 13 12 6 8 15 1 17 0
1 3 10 17 7 13 12 4 16 8 5 1 11 9 6 14 2 15 0
1 3 11 4 6 12 9 5 15 2 13 10 8 7 16 1 17 0
1 3 11 5 7 13 8 4 14 10 2 17 12 9 6 15 1 16 0
1 3 11 5 7 14 8 4 15 13 2 12 10 6 9 16 1 17 0
1 3 11 5 8 14 9 4 15 13 2 12 10 7 6 16 1 17 0
1 3 11 6 9 13 8 4 14 12 2 15 10 7 5 16 1 17 0
1 3 17 4 7 5 2 8 6 1 0
1 4 10 3 6 15 7 5 14 12 2 11 13 9 8 16 1 17 0
1 4 10 3 8 14 9 5 13 11 2 16 12 7 6 15 1 17 0
1 4 10 3 9 14 8 5 15 12 2 13 11 7 6 16 1 17 0
2 5 10 1 8 14 9 4 15 11 7 13 12 3 6 16 2 17 0
1 16 7 6 4 3 5 2 17 1 0
1 17 0
0
1.0
2.0
3.0
4.0
5.0
6.0
7.0
8.0
9.0
10.0
11.0
12.0
13.0
14.0
15.0
16.0
17.0
