voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
1,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
2,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
3,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
4,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
5,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
6,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
7,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
8,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
9,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
10,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
11,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
12,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
13,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
14,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
15,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
16,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
17,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
18,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
19,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
20,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
21,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
22,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
23,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
24,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
25,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
26,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
27,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
28,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
29,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
30,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
31,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
32,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
33,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
34,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
35,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
36,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
37,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
38,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
39,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
40,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
41,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
42,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
43,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
44,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
45,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
46,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
47,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
48,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
49,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
50,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
51,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
52,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
53,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
54,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
55,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
56,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
57,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
58,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
59,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
60,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
61,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
62,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
63,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
64,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
65,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
66,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
67,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
68,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
69,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
70,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
71,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
72,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
73,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
74,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
75,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
76,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
77,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
78,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
79,Gordon CREE (Lab),Rob MURRAY (Con),John CAMPBELL (SNP),skipped,skipped,,5
80,Gordon CREE (Lab),Rob MURRAY (Con),John CAMPBELL (SNP),skipped,skipped,,5
81,Gordon CREE (Lab),Rob MURRAY (Con),John CAMPBELL (SNP),skipped,skipped,,5
82,Gordon CREE (Lab),Rob MURRAY (Con),John CAMPBELL (SNP),skipped,skipped,,5
83,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
84,Gordon CREE (Lab),Rob MURRAY (Con),skipped,skipped,skipped,,5
85,Gordon CREE (Lab),Rob MURRAY (Con),John CAMPBELL (SNP),skipped,skipped,,5
86,Gordon CREE (Lab),Rob MURRAY (Con),John CAMPBELL (SNP),skipped,skipped,,5
87,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
88,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
89,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
90,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
91,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
92,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
93,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
94,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
95,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
96,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
97,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
98,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
99,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
100,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
101,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
102,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
103,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
104,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
105,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
106,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
107,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
108,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
109,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
110,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
111,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
112,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
113,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
114,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
115,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
116,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
117,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
118,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
119,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
120,Gordon CREE (Lab),skipped,skipped,skipped,skipped,,5
