voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
30,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
31,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
32,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
33,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
34,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
35,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
36,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
37,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
38,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
39,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
40,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
41,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
42,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
43,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
44,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
45,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
46,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
47,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
48,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
49,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
50,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
51,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
52,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
53,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
54,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
55,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
56,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
57,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
58,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
59,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
60,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
61,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
62,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
63,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
64,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
65,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
66,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
67,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
68,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
69,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
70,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
71,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
72,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
73,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
74,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
75,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
76,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
77,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
78,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
79,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
80,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
81,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
82,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
83,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
84,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
85,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
86,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
87,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
88,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
89,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
90,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
91,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
92,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
93,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
94,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
95,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
96,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
97,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
98,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
99,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
100,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
101,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
102,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
103,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
104,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
105,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
106,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
107,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
108,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
109,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
110,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
111,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
112,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
113,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
114,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
115,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
116,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
117,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
118,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
119,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
120,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
121,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
122,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
123,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
124,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
125,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
126,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
127,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
128,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
129,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
130,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
131,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
132,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
133,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
134,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
135,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
136,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
137,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
138,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
139,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
140,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
141,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
142,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
143,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
144,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
145,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
146,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
147,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
148,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
149,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
150,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
151,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
152,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
153,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
154,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
155,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
156,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
157,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
158,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
159,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
160,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
161,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
162,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
163,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
164,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
165,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
166,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
167,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
168,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
169,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
170,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
171,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
172,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
173,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
174,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
175,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
176,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
177,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
178,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
179,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
180,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
181,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
182,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
183,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
184,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
185,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
186,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
187,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
188,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
189,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
190,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
191,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
192,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
193,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
194,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
195,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
196,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
197,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
198,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
199,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
200,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
201,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
202,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
203,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
204,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
205,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
206,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
207,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
208,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
209,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
210,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
211,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
212,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
213,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
214,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
215,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
216,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
217,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
218,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
219,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
220,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
221,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
222,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
223,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
224,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
225,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
226,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
227,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
228,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
229,Alec CLARK (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
230,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
231,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
232,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
233,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
234,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
235,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
236,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
237,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
238,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
239,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
240,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
241,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
242,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
243,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
244,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
245,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
246,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
247,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
248,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
249,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
250,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
251,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
252,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
253,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
254,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
255,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
256,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
257,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
258,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
259,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
260,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
261,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
262,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
263,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
264,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
265,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
266,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
267,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
268,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
269,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
270,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
271,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
272,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
273,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
274,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
275,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
276,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
277,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
278,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
279,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
280,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
281,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
282,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
283,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
284,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
285,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
286,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
287,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
288,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
289,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
290,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
291,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
292,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
293,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
294,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
295,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
296,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
297,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
298,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
299,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
300,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
301,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
302,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
303,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
304,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
305,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
306,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
307,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
308,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
309,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
310,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
311,Alec CLARK (Ind),Karen CLARK-MCCARTNEY (Ind),skipped,skipped,skipped,skipped,skipped,3
