voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Joe CULLINANE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
