country,file_name,num_voters,num_cands,num_seats,no_skipped,one_skipped,two_skipped,three_skipped,write_in,truncated
america,TakomaPark_11082022_CityCouncilWard5.csv,487,3,1,2,256,90,139,1,0
america,TakomaPark_11082022_CityCouncilWard6.csv,652,5,1,10,271,64,132,1,0
america,TakomaPark_11082022_CityCouncilWard2.csv,1072,2,1,45,1027,0,0,1,0
america,TakomaPark_11082022_CityCouncilWard3.csv,1373,4,1,9,721,355,288,1,0
america,TakomaPark_11082022_CityCouncilWard1.csv,1364,4,1,14,626,327,397,1,0
america,Bloomington_11072023_SpecialCityCouncilAtLarge.csv,19345,3,1,2371,3803,13171,0,0,0
america,Bloomington_11072023_CityCouncilDistrict4.csv,3092,3,1,396,473,2223,0,0,0
america,Springville_11022021_Mayor.csv,6114,3,1,4381,256,1477,0,0,0
america,WoodlandHills_11022021_CityCouncil.csv,645,4,2,391,80,106,68,0,0
america,Springville_11022021_CityCouncil4yr.csv,6039,7,2,4267,195,150,253,0,0
america,WoodlandHills_11022021_Mayor.csv,655,3,1,393,134,128,0,0,0
america,Vineyard_11022021_CityCouncil.csv,1519,5,2,785,464,168,102,1,0
america,Genola_11022021_CityCouncil.csv,378,3,2,0,314,32,32,0,0
america,Vineyard_11052019_CityCouncil.csv,1089,7,2,637,70,37,90,0,0
america,Moab_11022021_CityCouncil.csv,1810,6,2,99,768,92,229,0,0
america,Payson_11052019_CityCouncil.csv,2675,5,3,1924,91,353,161,0,0
america,ElkRidge_11022021_Mayor.csv,1309,3,1,967,162,180,0,0,0
america,Lehi_11022021_CityCouncil.csv,10916,9,2,7058,394,156,246,0,0
america,Vineyard_11022021_Mayor.csv,1536,3,1,1152,68,316,0,0,0
america,Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,10780,5,1,4412,3168,3200,0,0,1
america,Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,10158,5,1,4213,2975,2970,0,0,1
america,Minnetonka_11072023_CityCouncilWard4.csv,3286,4,1,1111,666,1509,0,1,0
america,Minnetonka_11072023_CityCouncilWard1.csv,3029,5,1,1143,730,1156,0,1,1
america,Minnetonka_11072023_CityCouncilWard3.csv,3363,4,1,1132,1076,1155,0,1,0
america,Minnetonka_11022021_Mayor.csv,11010,2,1,0,2619,8391,0,0,0
america,Burlington_03072023_CityCouncilEastDistrict.csv,1397,3,1,37,719,641,0,0,0
america,Burlington_03052024_Mayor.csv,14879,5,1,236,2575,1201,3716,0,0
america,Burlington_03072006_Mayor.csv,9778,6,1,2603,338,1768,3262,0,0
america,Burlington_03072023_CityCouncilSouthDistrict.csv,1687,4,1,20,688,231,748,0,0
america,Burlington_03072023_CityCouncilCentralDistrict.csv,2145,3,1,55,1099,991,0,0,0
america,Burlington_03072023_CityCouncilNorthDistrict.csv,3074,2,1,77,2997,0,0,0,0
america,Burlington_03032009_Mayor.csv,8976,6,1,2853,926,1802,1914,0,0
america,APA 2002.csv,17094,5,1,10293,362,1803,1901,0,0
america,APA 2003.csv,17956,5,1,3765,6412,1349,2588,0,0
america,APA 2001.csv,17911,5,1,10222,297,1425,2312,0,0
america,APA 2000.csv,20239,5,1,11255,284,1927,3029,0,0
america,APA 2004.csv,16245,5,1,9383,364,1199,2165,0,0
america,APA 2018 President.csv,7809,5,1,4141,254,730,964,0,0
america,APA 2005.csv,14506,5,1,8347,185,1232,2453,0,0
america,APA 2021 President.csv,6940,5,1,3363,203,439,819,0,0
america,APA 2007.csv,13318,5,1,8205,262,1194,1540,0,0
america,APA 2006.csv,16836,5,1,9920,291,1607,2409,0,0
america,APA 1999.csv,17469,5,1,10349,274,1631,2812,0,0
america,APA 1998.csv,18723,5,1,10709,269,1431,2571,0,0
america,APA 2021 BOD race1.csv,5761,3,1,3515,535,1711,0,0,0
america,APA 2018 BOD race1.csv,6562,3,1,3913,617,2032,0,0,0
america,APA 2021 BOD race2.csv,5715,3,1,3362,498,1855,0,0,0
america,APA 2018 BOD race2.csv,6369,3,1,4109,646,1614,0,0,0
america,APA 2019 BOD race1.csv,5914,3,1,3491,551,1872,0,0,0
america,APA 2020 BOD race1.csv,6354,3,1,4168,798,1388,0,0,0
america,APA 2019 BOD race2.csv,5843,3,1,3578,528,1737,0,0,0
america,APA 2020 BOD race2.csv,6227,3,1,4115,728,1384,0,0,0
america,APA 2017 President.csv,8998,5,1,4957,389,671,985,0,0
america,APA 2020 President.csv,6978,5,1,3744,204,580,983,0,0
america,APA 2019 President.csv,6773,5,1,3602,254,733,820,0,0
america,APA 2008.csv,18286,5,1,9799,992,1361,2312,0,0
america,APA 2009.csv,15313,5,1,8881,210,1176,1811,0,0
america,APA 2017 BOD race2.csv,4278,3,1,3356,267,655,0,0,0
america,APA 2017 BOD race1.csv,4320,3,1,3434,233,653,0,0,0
america,Easthampton_11022021_Mayor.csv,4124,21,1,263,771,579,2511,1,1
america,Oakland_11042014_SchoolDirectorDistrict2.csv,11710,2,1,0,5355,6355,0,0,0
america,Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,8194,5,1,201,3091,1399,1789,0,0
america,Berkeley_11042014_CityAuditor.csv,27390,1,1,0,0,27390,0,0,0
america,Berkeley_11042014_CityCouncilDistrict8.csv,4518,4,1,2898,880,740,0,0,0
america,Oakland_11082016_CouncilAtLrg.csv,160024,5,1,96039,24860,39125,0,0,1
america,Berkeley_11062018_CityCouncilDistrict1.csv,7872,4,1,4792,1745,1335,0,0,0
america,Oakland_11062012_CityAttorney.csv,131609,3,1,6261,56940,68408,0,1,0
america,Berkeley_11082016_Mayor.csv,59144,8,1,32923,12301,13920,0,0,1
america,SanLeandro_11062018_Mayor.csv,25791,4,1,14660,4070,7061,0,0,0
america,Oakland_11022010_SchoolDirectorDistrict6.csv,10165,2,1,0,822,9343,0,1,0
america,Oakland_11022010_SchoolDirectorDistrict4.csv,18997,3,1,1479,9254,8264,0,1,0
america,Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,10027,4,1,0,127,2394,2364,0,0
america,Oakland_11042014_SchoolDirectorDistrict4.csv,16120,4,1,8491,3466,4163,0,0,0
america,Oakland_11082022_CityAuditor.csv,98298,2,1,0,0,0,1656,0,0
america,Berkeley_11062018_CityCouncilDistrict7.csv,2808,3,1,1666,617,525,0,0,0
america,Oakland_11022010_Mayor.csv,119607,11,1,86361,15810,17436,0,1,1
america,Berkeley_11052024_Mayor.csv,52804,6,1,12108,1351,11247,14135,0,0
america,Oakland_11022010_SchoolDirectorDistrict2.csv,10124,2,1,0,771,9353,0,1,0
america,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,17716,4,1,0,254,10411,2476,0,0
america,Oakland_11082022_Mayor.csv,126337,11,1,43740,12331,33219,18675,0,1
america,Berkeley_11062018_CityCouncilDistrict4.csv,5473,3,1,2969,1255,1249,0,0,0
america,Oakland_11052024_CityAttorney.csv,142128,3,1,0,0,1664,63447,0,0
america,Berkeley_03072017_CityCouncilDistrict4.csv,2602,2,1,0,1143,1459,0,0,0
america,Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,7720,4,1,0,143,3043,1417,0,0
america,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,37021,4,1,0,320,19679,7132,0,0
america,Oakland_11042014_SchoolDirectorDistrict6.csv,10384,2,1,0,5359,5025,0,0,0
america,Oakland_11082016_SchoolDirectorDistrict3.csv,22351,5,1,11915,4138,6298,0,0,1
america,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,28541,6,1,11928,1404,2967,6833,0,0
america,Berkeley_11052024_CityCouncilD6.csv,7389,3,1,0,0,58,3423,0,0
america,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,18308,6,1,9658,926,1486,1841,0,0
america,Oakland_11062012_SchoolDirectorDistrict1.csv,26314,3,1,918,10850,14546,0,1,0
america,Oakland_11062018_SchoolDirectorDistrict6.csv,14191,2,1,0,92,14099,0,0,0
america,Oakland_11062018_CityCouncilDistrict2.csv,20982,3,1,8493,5582,6907,0,0,0
america,SanLeandro_11042014_CountyCouncilDistrict5.csv,14684,3,1,8630,1759,4295,0,0,0
america,Berkeley_11052024_CityCouncilD5.csv,8742,4,1,0,42,2474,2274,0,0
america,Oakland_11062018_SchoolDirectorDistrict4.csv,24638,2,1,0,10168,14470,0,0,0
america,Oakland_11062012_SchoolDirectorDistrict3.csv,20716,4,1,10481,3498,6737,0,1,0
america,SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,32901,3,1,0,0,332,20357,0,0
america,Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,7773,3,1,0,0,89,3204,0,0
america,Oakland_11082016_SchoolDirectorDistrict1.csv,28842,2,1,0,10392,18450,0,0,0
america,Oakland_11042014_Mayor.csv,101888,16,1,75390,11482,15016,0,0,1
america,Berkeley_11022010_CityCouncilDistrict8.csv,4601,4,1,2361,1061,1179,0,1,0
america,Oakland_11082016_SchoolDirectorDistrict5.csv,13305,4,1,5981,2977,4347,0,0,0
america,Oakland_11062012_SchoolDirectorDistrict7.csv,14106,3,1,889,6425,6792,0,1,0
america,SanLeandro_11042014_CountyCouncilDistrict1.csv,15445,4,1,9193,2015,4237,0,0,0
america,Oakland_11032020_CityAttorneyOaklandRCV.csv,176356,3,1,0,0,2187,110355,0,0
america,Oakland_11062018_CityCouncilDistrict4.csv,25219,7,1,16182,3900,5137,0,0,1
america,Oakland_11062018_CityCouncilDistrict6.csv,17845,5,1,11567,2275,4003,0,0,1
america,SanLeandro_11042014_CountyCouncilDistrict3.csv,14194,3,1,8161,1790,4243,0,0,0
america,Oakland_11022010_CityAuditor.csv,97625,3,1,8733,49693,39199,0,1,0
america,Oakland_11062018_SchoolDirectorDistrict2.csv,16607,1,1,0,0,16607,0,0,0
america,Berkeley_11052024_CityCouncilD3.csv,6523,4,1,0,58,2534,1839,0,0
america,Oakland_11062012_SchoolDirectorDistrict5.csv,11038,3,1,672,4803,5563,0,1,0
america,Berkeley_11052024_CityCouncilD2.csv,6945,3,1,0,0,70,3200,0,0
america,Oakland_11082016_CityAttorney.csv,128029,1,1,0,0,128029,0,0,0
america,Oakland_11062018_CityAuditor.csv,134291,2,1,0,59634,74657,0,0,0
america,Oakland_11082016_SchoolDirectorDistrict7.csv,14930,2,1,0,7450,7480,0,0,0
america,Berkeley_11022010_CityCouncilDistrict7.csv,4184,4,1,2523,799,862,0,1,0
america,SanLeandro_11082016_CountyCouncilDistrict4.csv,23293,1,1,0,0,23293,0,0,0
america,SanLeandro_11042014_Mayor.csv,16209,4,1,8425,3036,4748,0,0,0
america,Oakland_11052024_CityCouncilD3.csv,20852,7,1,6283,1215,2171,3424,0,1
america,Oakland_11082016_CityCouncilDistrict3.csv,23255,2,1,0,11657,11598,0,0,0
america,Berkeley_11032020_MayorBerkeleyRCV.csv,58500,5,1,1854,16519,6860,12376,0,0
america,SanLeandro_11062012_CountyCouncilDistrict6.csv,23697,3,1,1284,13747,8666,0,1,0
america,Oakland_11062012_CityCouncilDistrict3.csv,22095,7,1,14846,2524,4725,0,1,1
america,Oakland_11082022_Schoolboarddistrict2.csv,15105,4,1,0,123,6729,3737,0,0
america,Oakland_11042014_CityCouncilDistrict2.csv,13555,5,1,7790,2442,3323,0,0,1
america,Berkeley_11022010_CityCouncilDistrict4.csv,4759,5,1,2510,908,1341,0,1,1
america,Oakland_11062012_CityCouncilDistrict1.csv,28659,8,1,18246,4111,6302,0,1,1
america,SanLeandro_11062012_CountyCouncilDistrict4.csv,23275,5,1,14663,2500,6112,0,1,1
america,Berkeley_05282024_Citycouncildistrict4specialelection.csv,2310,5,1,41,1143,331,529,0,0
america,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,17094,5,1,187,9031,1426,1731,0,0
america,Oakland_11082016_CityCouncilDistrict1.csv,31019,2,1,0,11020,19999,0,0,0
america,Oakland_11052024_CityCouncilD1.csv,30013,4,1,0,200,9563,6255,0,0
america,SanLeandro_11082016_CountyCouncilDistrict6.csv,21338,1,1,0,0,21338,0,0,0
america,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,34502,4,1,0,214,17824,8615,0,0
america,Berkeley_11022010_CityCouncilDistrict1.csv,5700,5,1,2651,962,2087,0,1,1
america,SanLeandro_11082016_CountyCouncilDistrict2.csv,26930,2,1,0,14654,12276,0,0,0
america,Berkeley_11062018_CityAuditor.csv,50345,2,1,0,17797,32548,0,0,0
america,Oakland_11052024_CityCouncilD5.csv,12712,4,1,0,215,5698,2173,0,0
america,Oakland_11082016_CityCouncilDistrict5.csv,13891,2,1,0,6506,7385,0,0,0
america,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,186249,4,1,0,3369,101323,28992,0,0
america,Berkeley_11022010_CityAuditor.csv,32145,2,1,0,905,31240,0,1,0
america,Oakland_11062012_CityCouncilDistrict5.csv,11292,5,1,5737,1856,3699,0,1,1
america,Oakland_11042014_CityCouncilDistrict4.csv,17704,3,1,7885,4089,5730,0,0,0
america,Oakland_11082022_Schoolboarddistrict4.csv,26569,4,1,0,132,11723,6754,0,0
america,Oakland_11042014_CityCouncilDistrict6.csv,11162,5,1,5989,1711,3462,0,0,1
america,Oakland_11082022_Schoolboarddistrict6.csv,14497,4,1,0,157,7032,3010,0,0
america,Oakland_11062012_CityCouncilDistrict7.csv,15065,4,1,7211,2139,5715,0,1,0
america,SanLeandro_11062012_CountyCouncilDistrict2.csv,25436,4,1,15295,3748,6393,0,1,0
america,Oakland_11052024_CityCouncil_AtLarge.csv,145136,11,1,54630,13000,28817,20463,0,1
america,Oakland_11082016_CityCouncilDistrict7.csv,15735,3,1,7592,2667,5476,0,0,0
america,Oakland_11052024_CityCouncilD7.csv,13517,5,1,566,5555,1237,2375,0,0
america,Berkeley_11042014_CityCouncilDistrict1.csv,5564,3,1,2273,1338,1953,0,0,0
america,SanLeandro_11032020_MemberCityCouncilDist6SanLeandroRCV.csv,29886,2,1,0,0,0,591,0,0
america,Berkeley_11062018_CityCouncilDistrict8.csv,6545,4,1,3476,1689,1380,0,0,0
america,SanLeandro_11062018_CountyCouncilDistrict5.csv,23290,2,1,0,13175,10115,0,0,0
america,SanLeandro_11022010_CountyCouncilDistrict5.csv,20292,3,1,1294,10315,8683,0,1,0
america,Oakland_11052024_School_Director_D3.csv,20033,3,1,0,0,198,8882,0,0
america,Oakland_11062012_CityCouncilAtLarge.csv,144520,6,1,79572,21789,43159,0,1,1
america,Oakland_11022010_CityCouncilDistrict4.csv,20994,8,1,13499,3452,4043,0,1,1
america,Oakland_11082022_CityCouncilmemberDistrict6.csv,14798,5,1,376,5230,1533,2473,0,0
america,Oakland_11082022_CityCouncilmemberDistrict4.csv,27804,3,1,0,0,245,14142,0,0
america,Berkeley_11082016_CityCouncilDistrict2.csv,7138,3,1,3584,1681,1873,0,0,0
america,Oakland_11022010_CityCouncilDistrict6.csv,12911,4,1,7187,1848,3876,0,1,0
america,Berkeley_11062012_CityCouncilDistrict3.csv,5186,3,1,167,1998,3021,0,1,0
america,Oakland_11052024_School_Director_D1.csv,29029,3,1,0,0,190,11734,0,0
america,Oakland_11062018_Mayor.csv,158618,10,1,89688,25214,43716,0,0,1
america,Berkeley_11062012_Mayor.csv,53067,8,1,27671,9261,16135,0,1,1
america,Berkeley_11062012_CityCouncilDistrict2.csv,5804,4,1,2641,1179,1984,0,1,0
america,Oakland_11042014_CityAuditor.csv,79287,2,1,0,41126,38161,0,0,0
america,Berkeley_11082016_CityCouncilDistrict3.csv,7118,4,1,3823,1347,1948,0,0,0
america,Berkeley_11042014_CityCouncilDistrict7.csv,1503,2,1,0,677,826,0,0,0
america,Berkeley_11062012_CityCouncilDistrict6.csv,5977,3,1,4,167,5806,0,1,0
america,SanLeandro_11062018_CountyCouncilDistrict3.csv,23260,2,1,0,13992,9268,0,0,0
america,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,30696,7,1,12030,1852,3963,4170,0,1
america,Oakland_11052024_School_Director_D5.csv,12417,3,1,0,0,163,6643,0,0
america,SanLeandro_11022010_CountyCouncilDistrict3.csv,17691,2,1,0,1383,16308,0,1,0
america,Oakland_11022010_CityCouncilDistrict2.csv,13633,3,1,964,6215,6454,0,1,0
america,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,19556,6,1,9966,1322,1782,1952,0,0
america,Berkeley_11082016_CityCouncilDistrict6.csv,7462,3,1,3107,1612,2743,0,0,0
america,SanLeandro_11022010_Mayor.csv,22484,7,1,13636,3271,5577,0,1,1
america,Berkeley_11062012_CityCouncilDistrict5.csv,7984,3,1,151,2878,4955,0,1,0
america,SanLeandro_11022010_CountyCouncilDistrict1.csv,20044,4,1,1447,10178,8419,0,1,0
america,Oakland_11052024_School_Director_D7.csv,12702,3,1,0,0,252,7288,0,0
america,SanLeandro_11062018_CountyCouncilDistrict1.csv,24849,3,1,13625,3818,7406,0,0,0
america,Berkeley_11082016_CityCouncilDistrict5.csv,9323,2,1,0,3633,5690,0,0,0
america,SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,34550,3,1,0,0,484,22115,0,0
america,SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,21086,15,1,12714,2692,5680,0,1,1
america,SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,35274,5,1,22105,4898,8271,0,0,1
america,SanFrancisco_11052024_BoS_D7.csv,37318,4,1,6399,4093,10026,16800,0,0
america,SanFrancisco_06052018_Mayor.csv,251032,9,1,173291,41097,36644,0,0,1
america,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,29275,2,1,0,6,29269,0,0,0
america,SanFrancisco_11052024_BoS_D11.csv,27928,7,1,4597,840,448,1425,0,0
america,SanFrancisco_11052024_BoS_D5.csv,29698,5,1,4797,1312,3847,7248,0,0
america,SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,41009,2,1,0,18924,22085,0,0,0
america,SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,23194,7,1,12818,5125,5251,0,0,1
america,SanFrancisco_11082005_AssessorRecorder.csv,199224,4,1,101977,30316,66931,0,0,0
america,SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,42004,2,1,0,11912,30092,0,0,0
america,SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,31681,10,1,19667,4898,7116,0,0,1
america,SanFrancisco_11052019_CityAttorney.csv,163883,2,1,0,7,163876,0,1,0
america,SanFrancisco_11052024_BoS_D1.csv,35478,5,1,4781,1158,3280,9297,0,0
america,SanFrancisco_11052024_Treasurer.csv,304001,1,1,0,0,304001,0,0,0
america,SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,26486,8,1,19552,2851,4083,0,1,1
america,SanFrancisco_11052024_BoS_D3.csv,28758,6,1,4401,844,1361,5678,0,0
america,SanFrancisco_11082022_PublicDefender.csv,255300,2,1,0,116461,138839,0,0,0
america,SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,26658,2,1,0,10765,15893,0,0,0
america,SanFrancisco_11052019_Treasurer.csv,154873,2,1,0,7,154866,0,1,0
america,SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,24094,7,1,10211,4416,9467,0,1,1
america,SanFrancisco_11082022_BoardofSupervisorsD8.csv,35370,2,1,0,14132,21238,0,0,0
america,SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,35147,8,1,23641,5284,6222,0,0,1
america,SanFrancisco_11052019_DistrictAttorney.csv,193197,5,1,59705,25527,30706,77259,1,0
america,SanFrancisco_11052019_PublicDefender.csv,161323,2,1,0,7,161316,0,1,0
america,SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,34488,5,1,18947,4151,11390,0,0,1
america,SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,25905,4,1,15950,2793,7162,0,0,0
america,SanFrancisco_11052024_DistrictAttorney.csv,347374,2,1,0,107463,239911,0,0,0
america,SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,31715,4,1,8807,8289,14619,0,0,0
america,SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,31385,9,1,20756,4507,6122,0,0,1
america,SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,25380,5,1,16006,3433,5941,0,0,1
america,SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,35109,22,1,28457,2749,3903,0,0,1
america,SanFrancisco_11082005_Treasurer.csv,176491,4,1,81831,22995,71665,0,0,0
america,SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,31639,13,1,22105,4278,5256,0,0,1
america,SanFrancisco_11062007_Mayor.csv,144730,18,1,48481,17360,78889,0,0,1
america,SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,14322,7,1,6765,2118,5439,0,0,1
america,SanFrancisco_11082011_Mayor.csv,194418,23,1,141590,21984,30844,0,0,1
america,SanFrancisco_11082011_DistrictAttorney.csv,183487,5,1,95318,39413,48756,0,0,1
america,SanFrancisco_11052019_Sheriff.csv,149051,2,1,0,9,149042,0,1,0
america,SanFrancisco_11062018_PublicDefender.csv,292864,1,1,0,0,292864,0,0,0
america,SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,24868,7,1,16142,4541,4185,0,0,1
america,SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,28787,7,1,19860,3432,5495,0,0,1
america,SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,20910,3,1,124,5045,15741,0,0,0
america,SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,17941,8,1,7800,2306,7835,0,0,1
america,SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,16694,3,1,4478,3501,8715,0,0,0
america,SanFrancisco_11082022_AssessorRecorder.csv,224579,1,1,0,0,224579,0,0,0
america,SanFrancisco_11082022_BoardofSupervisorsD10.csv,16825,2,1,0,7998,8827,0,0,0
america,SanFrancisco_11032015_Mayor.csv,189707,11,1,84870,17885,86952,0,0,1
america,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,31350,4,1,20905,4261,6184,0,0,0
america,SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,24673,10,1,16487,2926,5260,0,1,1
america,SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,19814,7,1,12343,2643,4828,0,0,1
america,SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,23176,8,1,16395,2384,4397,0,0,1
america,SanFrancisco_11062018_AssessorRecorder.csv,317176,2,1,0,133161,184015,0,0,0
america,SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,35659,4,1,17890,3674,14095,0,1,0
america,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,36076,7,1,12138,1790,562,1982,0,0
america,SanFrancisco_11052024_Sheriff.csv,314864,2,1,0,104265,210599,0,0,0
america,SanFrancisco_11082022_DistrictAttorney.csv,275931,4,1,94727,32050,47411,101743,0,0
america,SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,29439,4,1,15331,4711,9397,0,1,0
america,SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,25330,3,1,13763,3925,7642,0,0,0
america,SanFrancisco_11052024_Mayor.csv,390184,15,1,41452,6942,2265,2453,0,1
america,SanFrancisco_11082022_BoardofSupervisorsD4.csv,27029,2,1,0,10653,16376,0,0,0
america,SanFrancisco_11082022_BoardofSupervisorsD6.csv,16274,4,1,6150,934,3685,5505,0,0
america,SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,28422,8,1,17369,4354,6699,0,0,1
america,SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,15406,5,1,7559,2675,5172,0,0,1
america,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,28893,4,1,15531,3117,3405,6840,0,0
america,SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,31165,4,1,14545,2580,14040,0,1,0
america,SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,27198,10,1,18954,3513,4731,0,1,1
america,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,39332,7,1,13443,2033,1075,2950,0,0
america,SanFrancisco_11052024_BoS_D9.csv,32731,7,1,3767,805,528,1841,0,0
america,SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,32054,4,1,17026,7021,8007,0,0,0
america,SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,17808,22,1,11063,2584,4161,0,1,1
america,SanFrancisco_11032015_Sheriff.csv,185831,3,1,53191,37633,95007,0,0,0
america,SanFrancisco_11082011_Sheriff.csv,183233,4,1,76997,36154,70082,0,0,0
america,SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,33262,3,1,12835,9506,10921,0,0,0
america,SanFrancisco_11082022_BoardofSupervisorsD2.csv,22541,1,1,0,0,22541,0,0,0
america,SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,34950,5,1,16984,8285,9681,0,1,1
america,SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,35312,4,1,18420,7293,9599,0,0,0
america,SanFrancisco_11052024_CityAttorney.csv,329174,2,1,0,97934,231240,0,0,0
america,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,41764,4,1,20766,7329,5214,8455,0,0
america,SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,28756,10,1,16762,4786,7208,0,1,1
america,NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,1564,3,1,59,719,786,0,1,0
america,NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,20378,13,1,9561,1413,2297,2463,1,1
america,NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,29228,9,1,6781,2843,4083,4643,1,1
america,NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,19644,5,1,250,4860,2059,4968,1,0
america,NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,19583,9,1,5084,1253,3386,3509,1,1
america,NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,14035,4,1,247,5156,2585,6047,1,0
america,NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,8204,9,1,3102,461,838,1156,1,1
america,NewYorkCity_06222021_DEMMayorCitywide.csv,942031,14,1,434784,114237,153850,111678,1,1
america,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,18480,9,1,5864,1053,2361,3136,1,1
america,NewYorkCity_06222021_DEMBoroughPresidentKings.csv,289477,13,1,79843,17005,40696,56772,1,1
america,NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,16031,4,1,245,6517,1409,7860,1,0
america,NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,34915,8,1,8225,3579,4686,8978,1,1
america,NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,10271,7,1,2667,546,1122,1761,1,1
america,NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,9612,3,1,146,2929,6537,0,1,0
america,NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,13732,10,1,5475,1020,1775,1995,1,1
america,NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,17122,10,1,5336,1616,2864,3200,1,1
america,NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,17008,8,1,4946,1488,2843,3236,1,1
america,NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,21834,10,1,5621,1911,4164,3867,1,1
america,NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,9385,7,1,3421,552,1007,1355,1,1
america,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,25436,8,1,6814,2326,4443,4520,1,1
america,NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,21342,3,1,264,7750,13328,0,1,0
