voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
1,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
2,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
3,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
4,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
5,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
6,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
7,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
8,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
9,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
10,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
11,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
12,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
13,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
14,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
15,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
16,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
17,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
18,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
19,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
20,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
21,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
22,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
23,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
24,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
25,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
26,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
27,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
28,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
29,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
30,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
31,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
32,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
33,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
34,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
35,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
36,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
37,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
38,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
39,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
40,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
41,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
42,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
43,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
44,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
45,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
46,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
47,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
48,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
49,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
50,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
51,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
52,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
53,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
54,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
55,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
56,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
57,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
58,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
59,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
60,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
61,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
62,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
63,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
64,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
65,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
66,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
67,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
68,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
69,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
70,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
71,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
72,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
73,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
74,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
75,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
76,Valery Jane DICKSON (Con),skipped,skipped,skipped,skipped,,5
77,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
78,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
79,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
80,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
81,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
82,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
83,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
84,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
85,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
86,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
87,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
88,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
89,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
90,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
91,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
92,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
93,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
94,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
95,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
96,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
97,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
98,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
99,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
100,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
101,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
102,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
103,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),skipped,skipped,skipped,,5
104,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Hazel THAIN (SNP),skipped,skipped,,5
105,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Hazel THAIN (SNP),skipped,skipped,,5
106,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Hazel THAIN (SNP),Stewart CREE (Ind),skipped,,5
107,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Hazel THAIN (SNP),Stewart CREE (Ind),skipped,,5
108,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Hazel THAIN (SNP),Stewart CREE (Ind),skipped,,5
109,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Hazel THAIN (SNP),Stewart CREE (Ind),skipped,,5
110,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Hazel THAIN (SNP),Gary Scott COULL(SNP),skipped,,5
111,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
112,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
113,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
114,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
115,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
116,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
117,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
118,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
119,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
120,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
121,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
122,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
123,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
124,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
125,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
126,Valery Jane DICKSON (Con),Ron SHEPHERD (Ind),Stewart CREE (Ind),skipped,skipped,,5
