2 1 5 4 3 7 6 0
8 1 5 4 3 7 6 2 0
4 1 5 4 6 0
6 1 5 4 6 2 3 7 0
3 1 5 4 6 2 7 3 0
18 1 5 4 6 3 2 7 0
1 1 5 4 6 3 7 0
2 1 5 4 6 3 7 2 0
8 1 5 4 6 7 2 3 0
2 1 5 4 6 7 3 2 0
11 1 5 4 7 0
1 1 5 4 7 2 0
2 1 5 4 7 2 3 0
93 1 5 4 7 2 3 6 0
5 1 5 4 7 2 6 3 0
3 1 5 4 7 3 0
26 1 5 4 7 3 2 6 0
9 1 5 4 7 3 6 2 0
1 1 5 4 7 6 0
2 1 5 4 7 6 2 3 0
4 1 5 4 7 6 3 2 0
53 1 5 6 0
3 1 5 6 2 0
1 1 5 6 2 3 0
11 1 5 6 2 3 4 7 0
8 1 5 6 2 3 7 4 0
1 1 5 6 2 4 3 7 0
3 1 5 6 2 4 7 3 0
1 1 5 6 2 7 4 0
2 1 5 6 2 7 4 3 0
2 1 5 6 3 0
1 1 5 6 3 2 4 0
47 1 5 6 3 2 4 7 0
17 1 5 6 3 2 7 4 0
12 1 5 6 3 4 2 7 0
4 1 5 6 3 4 7 0
7 1 5 6 3 4 7 2 0
2 1 5 6 3 7 0
2 1 5 6 3 7 2 4 0
8 1 5 6 3 7 4 2 0
4 1 5 6 4 2 3 7 0
2 1 5 6 4 2 7 3 0
7 1 5 6 4 3 2 7 0
1 1 5 6 4 3 7 2 0
4 1 5 6 4 7 2 3 0
4 1 5 6 4 7 3 2 0
1 1 5 6 7 2 4 3 0
7 1 5 6 7 3 2 4 0
1 1 5 6 7 3 4 2 0
1 1 5 6 7 4 0
6 1 5 6 7 4 2 3 0
3 1 5 6 7 4 3 2 0
30 1 5 7 0
3 1 5 7 2 0
1 1 5 7 2 3 0
13 1 5 7 2 3 4 6 0
9 1 5 7 2 3 6 4 0
1 1 5 7 2 4 0
15 1 5 7 2 4 3 6 0
2 1 5 7 2 4 6 3 0
1 1 5 7 2 6 0
2 1 5 7 2 6 3 4 0
1 1 5 7 3 0
1 1 5 7 3 2 0
17 1 5 7 3 2 4 6 0
6 1 5 7 3 2 6 4 0
2 1 5 7 3 4 0
8 1 5 7 3 4 2 6 0
1 1 5 7 3 4 6 2 0
1 1 5 7 3 6 0
6 1 5 7 3 6 2 4 0
5 1 5 7 4 0
52 1 5 7 4 2 3 6 0
5 1 5 7 4 2 6 3 0
1 1 5 7 4 3 2 0
16 1 5 7 4 3 2 6 0
4 1 5 7 4 3 6 2 0
1 1 5 7 4 6 0
2 1 5 7 4 6 2 3 0
3 1 5 7 4 6 3 2 0
3 1 5 7 6 0
4 1 5 7 6 2 3 4 0
1 1 5 7 6 3 0
7 1 5 7 6 3 2 4 0
2 1 5 7 6 3 4 2 0
1 1 5 7 6 4 2 3 0
3 1 5 7 6 4 3 2 0
273 1 6 0
3 1 6 2 0
2 1 6 2 3 0
4 1 6 2 3 4 5 7 0
2 1 6 2 3 4 7 5 0
1 1 6 2 3 5 0
9 1 6 2 3 5 4 7 0
11 1 6 2 3 5 7 4 0
5 1 6 2 3 7 4 5 0
2 1 6 2 3 7 5 4 0
2 1 6 2 4 3 5 7 0
1 1 6 2 4 3 7 5 0
1 1 6 2 4 5 3 7 0
1 1 6 2 4 5 7 3 0
3 1 6 2 4 7 5 3 0
2 1 6 2 5 3 4 7 0
1 1 6 2 5 4 3 7 0
4 1 6 2 5 4 7 3 0
3 1 6 2 5 7 3 4 0
1 1 6 2 5 7 4 3 0
3 1 6 2 7 4 5 3 0
1 1 6 2 7 5 3 4 0
2 1 6 2 7 5 4 3 0
28 1 6 3 0
6 1 6 3 2 0
4 1 6 3 2 4 5 7 0
13 1 6 3 2 4 7 5 0
5 1 6 3 2 5 0
2 1 6 3 2 5 4 0
148 1 6 3 2 5 4 7 0
20 1 6 3 2 5 7 4 0
15 1 6 3 2 7 4 5 0
8 1 6 3 2 7 5 4 0
1 1 6 3 4 0
2 1 6 3 4 2 5 7 0
4 1 6 3 4 2 7 5 0
5 1 6 3 4 5 2 7 0
2 1 6 3 4 5 7 2 0
11 1 6 3 4 7 2 5 0
4 1 6 3 4 7 5 2 0
2 1 6 3 5 0
1 1 6 3 5 2 0
35 1 6 3 5 2 4 7 0
17 1 6 3 5 2 7 4 0
6 1 6 3 5 4 2 7 0
9 1 6 3 5 4 7 2 0
9 1 6 3 5 7 2 4 0
1 1 6 3 5 7 4 0
6 1 6 3 5 7 4 2 0
1 1 6 3 7 0
13 1 6 3 7 2 4 5 0
8 1 6 3 7 2 5 4 0
18 1 6 3 7 4 2 5 0
18 1 6 3 7 4 5 2 0
4 1 6 3 7 5 2 4 0
2 1 6 3 7 5 4 2 0
7 1 6 4 0
3 1 6 4 2 3 5 7 0
2 1 6 4 2 3 7 5 0
1 1 6 4 2 5 3 7 0
1 1 6 4 2 5 7 3 0
2 1 6 4 2 7 3 5 0
4 1 6 4 3 2 5 7 0
4 1 6 4 3 2 7 5 0
3 1 6 4 3 5 2 7 0
4 1 6 4 3 7 2 5 0
1 1 6 4 5 2 0
6 1 6 4 5 2 3 7 0
3 1 6 4 5 2 7 3 0
3 1 6 4 5 3 2 7 0
1 1 6 4 5 3 7 2 0
2 1 6 4 5 7 2 3 0
1 1 6 4 7 0
1 1 6 4 7 2 0
6 1 6 4 7 2 3 5 0
1 1 6 4 7 2 5 3 0
9 1 6 4 7 3 2 5 0
2 1 6 4 7 3 5 2 0
5 1 6 4 7 5 2 3 0
2 1 6 4 7 5 3 2 0
41 1 6 5 0
1 1 6 5 2 3 0
12 1 6 5 2 3 4 7 0
7 1 6 5 2 3 7 4 0
1 1 6 5 2 4 7 3 0
2 1 6 5 2 7 4 0
2 1 6 5 2 7 4 3 0
1 1 6 5 3 2 0
23 1 6 5 3 2 4 7 0
19 1 6 5 3 2 7 4 0
3 1 6 5 3 4 2 7 0
6 1 6 5 3 4 7 2 0
2 1 6 5 3 7 2 4 0
9 1 6 5 3 7 4 2 0
4 1 6 5 4 0
2 1 6 5 4 2 3 7 0
2 1 6 5 4 3 0
7 1 6 5 4 3 2 7 0
2 1 6 5 4 3 7 2 0
7 1 6 5 4 7 2 3 0
4 1 6 5 4 7 3 2 0
2 1 6 5 7 0
1 1 6 5 7 2 0
3 1 6 5 7 2 3 4 0
3 1 6 5 7 2 4 3 0
1 1 6 5 7 3 0
8 1 6 5 7 3 2 4 0
1 1 6 5 7 3 4 2 0
11 1 6 5 7 4 2 3 0
3 1 6 5 7 4 3 2 0
35 1 6 7 0
1 1 6 7 2 0
5 1 6 7 2 3 4 5 0
3 1 6 7 2 3 5 4 0
3 1 6 7 2 4 3 5 0
1 1 6 7 2 4 5 0
3 1 6 7 3 0
11 1 6 7 3 2 4 5 0
13 1 6 7 3 2 5 4 0
1 1 6 7 3 4 0
11 1 6 7 3 4 2 5 0
5 1 6 7 3 4 5 2 0
5 1 6 7 3 5 2 4 0
3 1 6 7 3 5 4 2 0
5 1 6 7 4 2 3 5 0
3 1 6 7 4 2 5 3 0
10 1 6 7 4 3 2 5 0
2 1 6 7 4 3 5 2 0
2 1 6 7 4 5 2 0
13 1 6 7 4 5 2 3 0
3 1 6 7 4 5 3 2 0
1 1 6 7 5 0
3 1 6 7 5 2 3 4 0
2 1 6 7 5 2 4 3 0
1 1 6 7 5 3 2 0
7 1 6 7 5 3 2 4 0
2 1 6 7 5 3 4 2 0
4 1 6 7 5 4 2 3 0
4 1 6 7 5 4 3 2 0
186 1 7 0
7 1 7 2 0
1 1 7 2 3 0
12 1 7 2 3 4 5 6 0
2 1 7 2 3 4 6 0
8 1 7 2 3 4 6 5 0
4 1 7 2 3 5 4 6 0
1 1 7 2 3 5 6 4 0
2 1 7 2 3 6 0
5 1 7 2 3 6 4 5 0
8 1 7 2 3 6 5 4 0
4 1 7 2 4 3 5 6 0
2 1 7 2 4 3 6 5 0
8 1 7 2 4 5 3 6 0
1 1 7 2 4 5 6 3 0
2 1 7 2 4 6 3 5 0
1 1 7 2 5 0
2 1 7 2 5 3 0
2 1 7 2 5 3 4 6 0
1 1 7 2 5 3 6 4 0
4 1 7 2 5 4 3 6 0
1 1 7 2 5 4 6 0
1 1 7 2 5 6 4 3 0
1 1 7 2 6 0
5 1 7 2 6 3 4 5 0
1 1 7 2 6 3 5 4 0
1 1 7 2 6 4 5 0
2 1 7 2 6 4 5 3 0
1 1 7 2 6 5 4 3 0
20 1 7 3 0
1 1 7 3 2 0
11 1 7 3 2 4 5 6 0
11 1 7 3 2 4 6 5 0
8 1 7 3 2 5 4 6 0
3 1 7 3 2 5 6 4 0
2 1 7 3 2 6 4 5 0
2 1 7 3 2 6 5 4 0
10 1 7 3 4 2 5 6 0
1 1 7 3 4 2 6 0
10 1 7 3 4 2 6 5 0
1 1 7 3 4 5 0
13 1 7 3 4 5 2 6 0
1 1 7 3 4 5 6 2 0
7 1 7 3 4 6 2 5 0
1 1 7 3 4 6 5 2 0
3 1 7 3 5 0
1 1 7 3 5 2 0
1 1 7 3 5 2 4 0
7 1 7 3 5 2 4 6 0
4 1 7 3 5 2 6 4 0
6 1 7 3 5 4 2 6 0
1 1 7 3 5 4 6 0
3 1 7 3 5 4 6 2 0
3 1 7 3 5 6 2 4 0
1 1 7 3 5 6 4 0
1 1 7 3 6 2 0
8 1 7 3 6 2 4 5 0
8 1 7 3 6 2 5 4 0
4 1 7 3 6 4 2 5 0
1 1 7 3 6 4 5 0
5 1 7 3 6 4 5 2 0
2 1 7 3 6 5 2 4 0
1 1 7 3 6 5 4 0
5 1 7 3 6 5 4 2 0
33 1 7 4 0
2 1 7 4 2 0
2 1 7 4 2 3 0
25 1 7 4 2 3 5 6 0
1 1 7 4 2 3 6 0
22 1 7 4 2 3 6 5 0
1 1 7 4 2 5 0
23 1 7 4 2 5 3 6 0
4 1 7 4 2 6 3 5 0
3 1 7 4 3 0
2 1 7 4 3 2 5 0
19 1 7 4 3 2 5 6 0
17 1 7 4 3 2 6 5 0
9 1 7 4 3 5 2 6 0
10 1 7 4 3 6 2 5 0
8 1 7 4 3 6 5 2 0
4 1 7 4 5 0
5 1 7 4 5 2 0
84 1 7 4 5 2 3 6 0
4 1 7 4 5 2 6 3 0
12 1 7 4 5 3 2 6 0
4 1 7 4 5 3 6 2 0
2 1 7 4 5 6 0
2 1 7 4 5 6 2 3 0
3 1 7 4 5 6 3 2 0
3 1 7 4 6 0
4 1 7 4 6 2 3 5 0
1 1 7 4 6 2 5 3 0
14 1 7 4 6 3 2 5 0
5 1 7 4 6 3 5 2 0
2 1 7 4 6 5 2 3 0
1 1 7 4 6 5 3 2 0
10 1 7 5 0
11 1 7 5 2 3 4 6 0
6 1 7 5 2 3 6 4 0
8 1 7 5 2 4 3 6 0
1 1 7 5 2 4 6 3 0
1 1 7 5 2 6 3 4 0
1 1 7 5 3 0
1 1 7 5 3 2 4 0
15 1 7 5 3 2 4 6 0
1 1 7 5 3 2 6 0
3 1 7 5 3 2 6 4 0
1 1 7 5 3 4 2 0
9 1 7 5 3 4 2 6 0
2 1 7 5 3 4 6 0
6 1 7 5 3 4 6 2 0
