ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,Num cands,Num seats
91200_00013_000066,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000065,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000046,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000027,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000007,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000070,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000069,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000028,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000084,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000083,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000055,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000005,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000076,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000075,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000052,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000030,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000010,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000078,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000077,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000051,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000031,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000006,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000071,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000049,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000032,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000096,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000095,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000062,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000061,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000047,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000004,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000082,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000081,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000034,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000009,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000080,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000079,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000053,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000035,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000088,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000087,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000058,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000036,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000018,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000090,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000089,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000059,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000013,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000092,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000091,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000060,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00013_000017,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000072,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000071,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000041,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000040,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000021,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000019,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000001,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000093,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000045,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000044,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000020,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000006,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000100,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000099,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000065,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000043,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000022,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000009,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000098,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000097,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000062,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000061,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000023,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000012,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000067,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000047,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000024,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000018,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000096,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000095,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000051,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000042,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000014,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000064,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000048,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000027,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000004,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000074,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000049,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000028,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000007,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000082,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000081,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000053,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000029,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000005,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000076,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000075,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000050,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000030,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000016,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000086,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000085,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000031,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000015,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000088,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000087,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000056,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000032,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000003,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000092,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000059,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000033,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000017,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000084,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000083,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000055,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000034,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000008,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000079,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,Write-in,skipped,2,1
91500_00026_000057,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000078,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000077,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000089,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000058,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000037,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000011,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000070,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000069,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000046,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91500_00026_000013,Ballot 4 - Type 4,Early Voting,Judicial 1,Judicial,District 3 - Early Voting,District 3 - Early Voting,Region I,"Kiehl, Jesse",skipped,2,1
91200_00005_000084,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00005_000083,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
91200_00005_000039,Ballot 4 - Type 4,Absentee,Judicial 1,Judicial,District 3 - Absentee,District 3 - Absentee,Region I,"Kiehl, Jesse",skipped,2,1
